CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStationID,CrimeMajorHeadID,GravityOffenceID,latitude,longitude,BriefFacts
90566,KSP/SYN/0090566,2025-01-14,40,13,2,12.927237,77.659386,Synthetic missing persons incident recorded for scale validation.
90567,KSP/SYN/0090567,2025-04-14,69,8,3,12.810443,77.68685,Synthetic fraud & cheating incident recorded for scale validation.
90568,KSP/SYN/0090568,2023-07-29,72,4,4,13.010632,77.534032,Synthetic assault & violence incident recorded for scale validation.
90569,KSP/SYN/0090569,2024-04-21,35,10,2,12.9568,77.593132,Synthetic eve teasing incident recorded for scale validation.
90570,KSP/SYN/0090570,2026-04-08,17,9,2,12.925268,77.64458,Synthetic unlawful assembly incident recorded for scale validation.
90571,KSP/SYN/0090571,2025-05-27,85,2,3,12.920144,77.662084,Synthetic property theft incident recorded for scale validation.
90572,KSP/SYN/0090572,2024-05-12,91,2,3,12.956061,77.662717,Synthetic property theft incident recorded for scale validation.
90573,KSP/SYN/0090573,2022-03-03,57,11,3,12.968517,77.622717,Synthetic land disputes incident recorded for scale validation.
90574,KSP/SYN/0090574,2025-09-11,5,1,4,12.842618,77.696825,Synthetic cyber crime incident recorded for scale validation.
90575,KSP/SYN/0090575,2023-01-18,91,2,3,12.932914,77.653483,Synthetic property theft incident recorded for scale validation.
90576,KSP/SYN/0090576,2025-03-11,32,10,2,13.03393,77.522488,Synthetic eve teasing incident recorded for scale validation.
90577,KSP/SYN/0090577,2026-06-27,28,13,2,12.911082,77.599225,Synthetic missing persons incident recorded for scale validation.
90578,KSP/SYN/0090578,2024-04-13,25,12,4,12.96732,77.62288,Synthetic communal offences incident recorded for scale validation.
90579,KSP/SYN/0090579,2025-03-31,37,10,2,12.982645,77.620444,Synthetic eve teasing incident recorded for scale validation.
90580,KSP/SYN/0090580,2024-06-27,81,4,4,12.953646,77.662563,Synthetic assault & violence incident recorded for scale validation.
90581,KSP/SYN/0090581,2023-08-31,85,9,2,12.979289,77.75,Synthetic unlawful assembly incident recorded for scale validation.
90582,KSP/SYN/0090582,2023-12-06,74,10,2,12.938342,77.651313,Synthetic eve teasing incident recorded for scale validation.
90583,KSP/SYN/0090583,2023-06-06,92,6,5,12.979555,77.660974,Synthetic murder incident recorded for scale validation.
90584,KSP/SYN/0090584,2025-09-19,98,13,2,12.947755,77.627951,Synthetic missing persons incident recorded for scale validation.
90585,KSP/SYN/0090585,2022-02-01,2,4,4,12.978929,77.632941,Synthetic assault & violence incident recorded for scale validation.
90586,KSP/SYN/0090586,2025-09-23,23,7,5,12.972591,77.604795,Synthetic robbery & dacoity incident recorded for scale validation.
90587,KSP/SYN/0090587,2024-08-11,23,13,2,12.966924,77.597596,Synthetic missing persons incident recorded for scale validation.
90588,KSP/SYN/0090588,2024-02-23,96,12,4,12.988306,77.589408,Synthetic communal offences incident recorded for scale validation.
90589,KSP/SYN/0090589,2023-08-18,2,2,3,12.867675,77.658717,Synthetic property theft incident recorded for scale validation.
90590,KSP/SYN/0090590,2022-09-23,69,9,2,12.959562,77.741823,Synthetic unlawful assembly incident recorded for scale validation.
90591,KSP/SYN/0090591,2024-06-25,61,6,5,12.820095,77.682657,Synthetic murder incident recorded for scale validation.
90592,KSP/SYN/0090592,2022-10-15,46,3,3,12.973036,77.617793,Synthetic vehicle theft incident recorded for scale validation.
90593,KSP/SYN/0090593,2023-07-15,8,6,5,13.022178,77.586709,Synthetic murder incident recorded for scale validation.
90594,KSP/SYN/0090594,2025-01-11,8,6,5,12.90755,77.632313,Synthetic murder incident recorded for scale validation.
90595,KSP/SYN/0090595,2022-08-19,8,3,3,12.82033,77.660445,Synthetic vehicle theft incident recorded for scale validation.
90596,KSP/SYN/0090596,2022-09-02,9,13,2,12.968254,77.642331,Synthetic missing persons incident recorded for scale validation.
90597,KSP/SYN/0090597,2024-08-19,11,2,3,12.830365,77.660703,Synthetic property theft incident recorded for scale validation.
90598,KSP/SYN/0090598,2025-02-26,72,15,5,12.911497,77.650025,Synthetic child offences incident recorded for scale validation.
90599,KSP/SYN/0090599,2023-02-06,9,12,4,12.985191,77.597178,Synthetic communal offences incident recorded for scale validation.
90600,KSP/SYN/0090600,2026-01-09,21,6,5,12.978591,77.600035,Synthetic murder incident recorded for scale validation.
90601,KSP/SYN/0090601,2022-07-16,74,14,3,12.850448,77.662366,Synthetic domestic violence incident recorded for scale validation.
90602,KSP/SYN/0090602,2025-04-18,38,3,3,12.978674,77.71713,Synthetic vehicle theft incident recorded for scale validation.
90603,KSP/SYN/0090603,2023-02-10,87,15,5,12.961264,77.743837,Synthetic child offences incident recorded for scale validation.
90604,KSP/SYN/0090604,2022-10-26,93,3,3,12.999023,77.559123,Synthetic vehicle theft incident recorded for scale validation.
90605,KSP/SYN/0090605,2024-01-19,4,13,2,12.984824,77.740191,Synthetic missing persons incident recorded for scale validation.
90606,KSP/SYN/0090606,2024-02-01,8,14,3,13.026717,77.543921,Synthetic domestic violence incident recorded for scale validation.
90607,KSP/SYN/0090607,2024-12-04,34,6,5,12.966756,77.624323,Synthetic murder incident recorded for scale validation.
90608,KSP/SYN/0090608,2022-05-13,29,5,5,12.946565,77.572556,Synthetic narcotics incident recorded for scale validation.
90609,KSP/SYN/0090609,2024-04-13,83,9,2,13.028266,77.558246,Synthetic unlawful assembly incident recorded for scale validation.
90610,KSP/SYN/0090610,2022-08-05,100,11,3,12.966644,77.597143,Synthetic land disputes incident recorded for scale validation.
90611,KSP/SYN/0090611,2024-03-19,88,6,5,12.951544,77.621607,Synthetic murder incident recorded for scale validation.
90612,KSP/SYN/0090612,2024-05-31,79,1,4,13.014678,77.621098,Synthetic cyber crime incident recorded for scale validation.
90613,KSP/SYN/0090613,2023-03-05,62,11,3,13.010838,77.55595,Synthetic land disputes incident recorded for scale validation.
90614,KSP/SYN/0090614,2022-07-26,2,8,3,12.983406,77.606305,Synthetic fraud & cheating incident recorded for scale validation.
90615,KSP/SYN/0090615,2022-09-05,18,3,3,12.907106,77.609323,Synthetic vehicle theft incident recorded for scale validation.
90616,KSP/SYN/0090616,2024-03-19,19,14,3,13.021906,77.647966,Synthetic domestic violence incident recorded for scale validation.
90617,KSP/SYN/0090617,2025-07-04,37,12,4,12.97464,77.579595,Synthetic communal offences incident recorded for scale validation.
90618,KSP/SYN/0090618,2025-07-30,57,10,2,12.972005,77.59824,Synthetic eve teasing incident recorded for scale validation.
90619,KSP/SYN/0090619,2025-02-25,34,9,2,12.972388,77.609607,Synthetic unlawful assembly incident recorded for scale validation.
90620,KSP/SYN/0090620,2025-09-24,47,5,5,12.958355,77.737748,Synthetic narcotics incident recorded for scale validation.
90621,KSP/SYN/0090621,2023-07-13,2,7,5,12.932725,77.6436,Synthetic robbery & dacoity incident recorded for scale validation.
90622,KSP/SYN/0090622,2023-07-06,98,13,2,12.967607,77.646932,Synthetic missing persons incident recorded for scale validation.
90623,KSP/SYN/0090623,2022-01-22,13,1,4,12.902837,77.659997,Synthetic cyber crime incident recorded for scale validation.
90624,KSP/SYN/0090624,2022-10-24,84,12,4,12.918717,77.64732,Synthetic communal offences incident recorded for scale validation.
90625,KSP/SYN/0090625,2023-09-10,33,7,5,12.945421,77.647192,Synthetic robbery & dacoity incident recorded for scale validation.
90626,KSP/SYN/0090626,2023-12-29,92,11,3,12.986019,77.583112,Synthetic land disputes incident recorded for scale validation.
90627,KSP/SYN/0090627,2025-05-28,78,1,4,12.848131,77.66445,Synthetic cyber crime incident recorded for scale validation.
90628,KSP/SYN/0090628,2025-07-23,46,10,2,12.981294,77.637334,Synthetic eve teasing incident recorded for scale validation.
90629,KSP/SYN/0090629,2022-01-03,94,12,4,12.961337,77.615164,Synthetic communal offences incident recorded for scale validation.
90630,KSP/SYN/0090630,2023-11-12,1,2,3,12.975732,77.668562,Synthetic property theft incident recorded for scale validation.
90631,KSP/SYN/0090631,2022-11-12,44,1,4,12.952202,77.744682,Synthetic cyber crime incident recorded for scale validation.
90632,KSP/SYN/0090632,2023-06-17,72,3,3,12.987411,77.597726,Synthetic vehicle theft incident recorded for scale validation.
90633,KSP/SYN/0090633,2023-08-05,68,15,5,12.988666,77.62978,Synthetic child offences incident recorded for scale validation.
90634,KSP/SYN/0090634,2024-08-23,99,12,4,12.943295,77.617568,Synthetic communal offences incident recorded for scale validation.
90635,KSP/SYN/0090635,2023-07-21,77,14,3,12.984559,77.591917,Synthetic domestic violence incident recorded for scale validation.
90636,KSP/SYN/0090636,2022-06-03,38,8,3,12.919352,77.660807,Synthetic fraud & cheating incident recorded for scale validation.
90637,KSP/SYN/0090637,2024-02-29,90,2,3,13.007525,77.581736,Synthetic property theft incident recorded for scale validation.
90638,KSP/SYN/0090638,2022-09-12,17,9,2,12.844604,77.705112,Synthetic unlawful assembly incident recorded for scale validation.
90639,KSP/SYN/0090639,2026-02-26,5,3,3,12.962745,77.583341,Synthetic vehicle theft incident recorded for scale validation.
90640,KSP/SYN/0090640,2023-10-28,25,12,4,12.957314,77.633888,Synthetic communal offences incident recorded for scale validation.
90641,KSP/SYN/0090641,2025-07-18,97,6,5,12.962735,77.634615,Synthetic murder incident recorded for scale validation.
90642,KSP/SYN/0090642,2024-06-07,71,15,5,13.006042,77.56031,Synthetic child offences incident recorded for scale validation.
90643,KSP/SYN/0090643,2022-08-21,26,3,3,12.968975,77.574735,Synthetic vehicle theft incident recorded for scale validation.
90644,KSP/SYN/0090644,2022-03-19,34,10,2,12.958441,77.608757,Synthetic eve teasing incident recorded for scale validation.
90645,KSP/SYN/0090645,2022-05-02,57,8,3,12.990185,77.600439,Synthetic fraud & cheating incident recorded for scale validation.
90646,KSP/SYN/0090646,2025-02-07,99,15,5,12.96513,77.585724,Synthetic child offences incident recorded for scale validation.
90647,KSP/SYN/0090647,2025-03-04,33,5,5,13.001277,77.524589,Synthetic narcotics incident recorded for scale validation.
90648,KSP/SYN/0090648,2023-05-27,93,14,3,13.030116,77.577029,Synthetic domestic violence incident recorded for scale validation.
90649,KSP/SYN/0090649,2025-10-30,27,15,5,12.953249,77.594065,Synthetic child offences incident recorded for scale validation.
90650,KSP/SYN/0090650,2022-10-18,36,4,4,12.937604,77.599649,Synthetic assault & violence incident recorded for scale validation.
90651,KSP/SYN/0090651,2025-07-05,49,5,5,12.973508,77.568267,Synthetic narcotics incident recorded for scale validation.
90652,KSP/SYN/0090652,2023-03-13,5,5,5,12.842431,77.682812,Synthetic narcotics incident recorded for scale validation.
90653,KSP/SYN/0090653,2022-07-12,39,4,4,13.007689,77.578282,Synthetic assault & violence incident recorded for scale validation.
90654,KSP/SYN/0090654,2025-04-18,25,5,5,12.976817,77.605543,Synthetic narcotics incident recorded for scale validation.
90655,KSP/SYN/0090655,2025-06-14,62,2,3,12.966966,77.596656,Synthetic property theft incident recorded for scale validation.
90656,KSP/SYN/0090656,2026-01-11,2,13,2,12.990213,77.584978,Synthetic missing persons incident recorded for scale validation.
90657,KSP/SYN/0090657,2024-09-09,34,9,2,12.977767,77.75,Synthetic unlawful assembly incident recorded for scale validation.
90658,KSP/SYN/0090658,2023-07-09,7,11,3,12.965251,77.630541,Synthetic land disputes incident recorded for scale validation.
90659,KSP/SYN/0090659,2022-08-11,35,2,3,12.946029,77.616823,Synthetic property theft incident recorded for scale validation.
90660,KSP/SYN/0090660,2022-01-01,14,6,5,12.960808,77.577269,Synthetic murder incident recorded for scale validation.
90661,KSP/SYN/0090661,2025-10-08,52,7,5,12.945729,77.57431,Synthetic robbery & dacoity incident recorded for scale validation.
90662,KSP/SYN/0090662,2023-11-01,16,9,2,12.946074,77.630866,Synthetic unlawful assembly incident recorded for scale validation.
90663,KSP/SYN/0090663,2023-09-08,8,1,4,12.959464,77.647068,Synthetic cyber crime incident recorded for scale validation.
90664,KSP/SYN/0090664,2024-08-10,93,8,3,12.991012,77.653162,Synthetic fraud & cheating incident recorded for scale validation.
90665,KSP/SYN/0090665,2025-06-20,83,4,4,13.023926,77.53145,Synthetic assault & violence incident recorded for scale validation.
90666,KSP/SYN/0090666,2025-09-18,54,10,2,12.96377,77.641032,Synthetic eve teasing incident recorded for scale validation.
90667,KSP/SYN/0090667,2025-11-08,63,13,2,12.983549,77.626191,Synthetic missing persons incident recorded for scale validation.
90668,KSP/SYN/0090668,2023-01-19,43,4,4,12.970555,77.599869,Synthetic assault & violence incident recorded for scale validation.
90669,KSP/SYN/0090669,2023-07-17,42,13,2,12.83614,77.650674,Synthetic missing persons incident recorded for scale validation.
90670,KSP/SYN/0090670,2025-01-27,85,14,3,12.959876,77.640356,Synthetic domestic violence incident recorded for scale validation.
90671,KSP/SYN/0090671,2025-05-04,55,3,3,12.975674,77.624499,Synthetic vehicle theft incident recorded for scale validation.
90672,KSP/SYN/0090672,2022-05-01,13,7,5,12.988849,77.574864,Synthetic robbery & dacoity incident recorded for scale validation.
90673,KSP/SYN/0090673,2025-09-10,18,1,4,13.019914,77.549649,Synthetic cyber crime incident recorded for scale validation.
90674,KSP/SYN/0090674,2025-08-02,10,2,3,12.97508,77.603913,Synthetic property theft incident recorded for scale validation.
90675,KSP/SYN/0090675,2022-12-11,30,2,3,13.016419,77.608415,Synthetic property theft incident recorded for scale validation.
90676,KSP/SYN/0090676,2023-04-06,59,13,2,12.910645,77.649204,Synthetic missing persons incident recorded for scale validation.
90677,KSP/SYN/0090677,2023-07-22,27,10,2,12.978201,77.742938,Synthetic eve teasing incident recorded for scale validation.
90678,KSP/SYN/0090678,2026-06-27,17,9,2,12.967992,77.611754,Synthetic unlawful assembly incident recorded for scale validation.
90679,KSP/SYN/0090679,2022-11-29,11,13,2,12.931645,77.572715,Synthetic missing persons incident recorded for scale validation.
90680,KSP/SYN/0090680,2025-01-16,45,13,2,12.99494,77.576024,Synthetic missing persons incident recorded for scale validation.
90681,KSP/SYN/0090681,2025-07-13,49,10,2,12.874608,77.629291,Synthetic eve teasing incident recorded for scale validation.
90682,KSP/SYN/0090682,2026-03-10,43,8,3,12.952095,77.607797,Synthetic fraud & cheating incident recorded for scale validation.
90683,KSP/SYN/0090683,2025-06-12,13,1,4,12.948634,77.65832,Synthetic cyber crime incident recorded for scale validation.
90684,KSP/SYN/0090684,2026-04-29,45,14,3,12.940247,77.628238,Synthetic domestic violence incident recorded for scale validation.
90685,KSP/SYN/0090685,2024-06-09,53,13,2,13.045347,77.561964,Synthetic missing persons incident recorded for scale validation.
90686,KSP/SYN/0090686,2024-12-10,34,2,3,13.041116,77.547664,Synthetic property theft incident recorded for scale validation.
90687,KSP/SYN/0090687,2024-09-21,91,10,2,12.941091,77.636843,Synthetic eve teasing incident recorded for scale validation.
90688,KSP/SYN/0090688,2023-05-26,3,1,4,12.89845,77.649272,Synthetic cyber crime incident recorded for scale validation.
90689,KSP/SYN/0090689,2024-06-22,47,12,4,12.969322,77.636538,Synthetic communal offences incident recorded for scale validation.
90690,KSP/SYN/0090690,2023-01-24,56,13,2,12.953291,77.639029,Synthetic missing persons incident recorded for scale validation.
90691,KSP/SYN/0090691,2025-04-01,63,1,4,13.020741,77.563339,Synthetic cyber crime incident recorded for scale validation.
90692,KSP/SYN/0090692,2022-11-24,35,10,2,13.015714,77.573632,Synthetic eve teasing incident recorded for scale validation.
90693,KSP/SYN/0090693,2024-01-06,97,4,4,13.001318,77.598774,Synthetic assault & violence incident recorded for scale validation.
90694,KSP/SYN/0090694,2023-08-17,85,9,2,12.852316,77.677031,Synthetic unlawful assembly incident recorded for scale validation.
90695,KSP/SYN/0090695,2022-12-26,96,3,3,12.969641,77.576462,Synthetic vehicle theft incident recorded for scale validation.
90696,KSP/SYN/0090696,2026-02-18,70,9,2,12.962637,77.596857,Synthetic unlawful assembly incident recorded for scale validation.
90697,KSP/SYN/0090697,2025-10-23,87,8,3,12.858235,77.674463,Synthetic fraud & cheating incident recorded for scale validation.
90698,KSP/SYN/0090698,2022-02-12,34,9,2,12.995468,77.574059,Synthetic unlawful assembly incident recorded for scale validation.
90699,KSP/SYN/0090699,2025-09-02,79,9,2,12.957464,77.669353,Synthetic unlawful assembly incident recorded for scale validation.
90700,KSP/SYN/0090700,2022-03-28,7,10,2,12.991808,77.570032,Synthetic eve teasing incident recorded for scale validation.
90701,KSP/SYN/0090701,2022-10-10,3,4,4,13.042097,77.552659,Synthetic assault & violence incident recorded for scale validation.
90702,KSP/SYN/0090702,2025-11-07,27,11,3,13.020437,77.618605,Synthetic land disputes incident recorded for scale validation.
90703,KSP/SYN/0090703,2025-11-06,1,5,5,12.962779,77.657175,Synthetic narcotics incident recorded for scale validation.
90704,KSP/SYN/0090704,2024-03-02,11,11,3,12.936968,77.647487,Synthetic land disputes incident recorded for scale validation.
90705,KSP/SYN/0090705,2024-01-25,5,14,3,12.976289,77.569823,Synthetic domestic violence incident recorded for scale validation.
90706,KSP/SYN/0090706,2022-06-09,59,13,2,13.005808,77.55232,Synthetic missing persons incident recorded for scale validation.
90707,KSP/SYN/0090707,2024-11-02,27,11,3,12.999327,77.600719,Synthetic land disputes incident recorded for scale validation.
90708,KSP/SYN/0090708,2025-08-19,26,8,3,12.967868,77.574932,Synthetic fraud & cheating incident recorded for scale validation.
90709,KSP/SYN/0090709,2025-02-13,87,15,5,12.938226,77.637502,Synthetic child offences incident recorded for scale validation.
90710,KSP/SYN/0090710,2022-05-05,22,4,4,12.937662,77.75,Synthetic assault & violence incident recorded for scale validation.
90711,KSP/SYN/0090711,2022-11-18,79,11,3,12.970529,77.726977,Synthetic land disputes incident recorded for scale validation.
90712,KSP/SYN/0090712,2026-01-14,4,2,3,12.950691,77.746227,Synthetic property theft incident recorded for scale validation.
90713,KSP/SYN/0090713,2024-05-18,37,15,5,12.998784,77.607855,Synthetic child offences incident recorded for scale validation.
90714,KSP/SYN/0090714,2025-11-15,93,14,3,12.958773,77.748385,Synthetic domestic violence incident recorded for scale validation.
90715,KSP/SYN/0090715,2022-04-03,70,4,4,12.992362,77.656563,Synthetic assault & violence incident recorded for scale validation.
90716,KSP/SYN/0090716,2023-07-03,82,11,3,12.980629,77.635781,Synthetic land disputes incident recorded for scale validation.
90717,KSP/SYN/0090717,2023-05-03,74,10,2,13.014497,77.618354,Synthetic eve teasing incident recorded for scale validation.
90718,KSP/SYN/0090718,2024-11-01,68,3,3,12.973823,77.591095,Synthetic vehicle theft incident recorded for scale validation.
90719,KSP/SYN/0090719,2022-11-28,19,10,2,12.936772,77.619954,Synthetic eve teasing incident recorded for scale validation.
90720,KSP/SYN/0090720,2022-05-31,42,9,2,12.961687,77.596489,Synthetic unlawful assembly incident recorded for scale validation.
90721,KSP/SYN/0090721,2023-06-25,59,11,3,12.923954,77.644293,Synthetic land disputes incident recorded for scale validation.
90722,KSP/SYN/0090722,2024-10-25,32,4,4,12.965065,77.591647,Synthetic assault & violence incident recorded for scale validation.
90723,KSP/SYN/0090723,2026-05-03,9,9,2,12.956326,77.75,Synthetic unlawful assembly incident recorded for scale validation.
90724,KSP/SYN/0090724,2024-02-08,84,11,3,12.823696,77.701173,Synthetic land disputes incident recorded for scale validation.
90725,KSP/SYN/0090725,2026-06-26,42,14,3,12.848998,77.666696,Synthetic domestic violence incident recorded for scale validation.
90726,KSP/SYN/0090726,2025-06-21,82,14,3,13.017297,77.579661,Synthetic domestic violence incident recorded for scale validation.
90727,KSP/SYN/0090727,2026-04-10,12,7,5,13.006652,77.625197,Synthetic robbery & dacoity incident recorded for scale validation.
90728,KSP/SYN/0090728,2024-11-26,56,4,4,12.953537,77.569521,Synthetic assault & violence incident recorded for scale validation.
90729,KSP/SYN/0090729,2023-11-01,30,1,4,12.833755,77.653666,Synthetic cyber crime incident recorded for scale validation.
90730,KSP/SYN/0090730,2022-12-04,60,1,4,12.978022,77.632625,Synthetic cyber crime incident recorded for scale validation.
90731,KSP/SYN/0090731,2025-01-27,26,9,2,12.977746,77.563036,Synthetic unlawful assembly incident recorded for scale validation.
90732,KSP/SYN/0090732,2024-05-06,23,2,3,12.983162,77.575938,Synthetic property theft incident recorded for scale validation.
90733,KSP/SYN/0090733,2024-08-15,11,13,2,12.993559,77.574199,Synthetic missing persons incident recorded for scale validation.
90734,KSP/SYN/0090734,2023-01-10,42,12,4,12.969711,77.643068,Synthetic communal offences incident recorded for scale validation.
90735,KSP/SYN/0090735,2023-04-05,30,14,3,12.986552,77.583663,Synthetic domestic violence incident recorded for scale validation.
90736,KSP/SYN/0090736,2024-10-11,93,8,3,12.948557,77.63415,Synthetic fraud & cheating incident recorded for scale validation.
90737,KSP/SYN/0090737,2023-09-13,22,2,3,12.92241,77.628844,Synthetic property theft incident recorded for scale validation.
90738,KSP/SYN/0090738,2025-12-31,54,2,3,12.943756,77.623193,Synthetic property theft incident recorded for scale validation.
90739,KSP/SYN/0090739,2022-09-22,24,4,4,12.943389,77.619417,Synthetic assault & violence incident recorded for scale validation.
90740,KSP/SYN/0090740,2025-03-02,92,10,2,12.987243,77.570111,Synthetic eve teasing incident recorded for scale validation.
90741,KSP/SYN/0090741,2025-12-18,70,12,4,12.966663,77.75,Synthetic communal offences incident recorded for scale validation.
90742,KSP/SYN/0090742,2024-07-27,71,8,3,12.932479,77.630026,Synthetic fraud & cheating incident recorded for scale validation.
90743,KSP/SYN/0090743,2025-05-28,62,3,3,13.004524,77.585982,Synthetic vehicle theft incident recorded for scale validation.
90744,KSP/SYN/0090744,2024-01-23,51,10,2,13.00792,77.628675,Synthetic eve teasing incident recorded for scale validation.
90745,KSP/SYN/0090745,2025-06-08,50,6,5,12.954968,77.5806,Synthetic murder incident recorded for scale validation.
90746,KSP/SYN/0090746,2025-07-22,13,13,2,12.969756,77.645165,Synthetic missing persons incident recorded for scale validation.
90747,KSP/SYN/0090747,2022-12-19,55,8,3,12.954308,77.651561,Synthetic fraud & cheating incident recorded for scale validation.
90748,KSP/SYN/0090748,2025-02-17,59,2,3,12.940463,77.625202,Synthetic property theft incident recorded for scale validation.
90749,KSP/SYN/0090749,2022-08-03,82,10,2,12.978647,77.746511,Synthetic eve teasing incident recorded for scale validation.
90750,KSP/SYN/0090750,2023-10-28,69,13,2,13.019716,77.556525,Synthetic missing persons incident recorded for scale validation.
90751,KSP/SYN/0090751,2022-06-06,56,12,4,12.853465,77.706324,Synthetic communal offences incident recorded for scale validation.
90752,KSP/SYN/0090752,2025-10-27,37,11,3,12.975138,77.75,Synthetic land disputes incident recorded for scale validation.
90753,KSP/SYN/0090753,2026-05-18,45,4,4,12.924964,77.639173,Synthetic assault & violence incident recorded for scale validation.
90754,KSP/SYN/0090754,2022-05-07,85,8,3,13.023418,77.521192,Synthetic fraud & cheating incident recorded for scale validation.
90755,KSP/SYN/0090755,2024-04-08,60,13,2,12.936276,77.654018,Synthetic missing persons incident recorded for scale validation.
90756,KSP/SYN/0090756,2023-01-06,29,12,4,12.971123,77.740671,Synthetic communal offences incident recorded for scale validation.
90757,KSP/SYN/0090757,2025-07-21,44,2,3,12.96225,77.75,Synthetic property theft incident recorded for scale validation.
90758,KSP/SYN/0090758,2024-04-23,96,9,2,13.025949,77.561337,Synthetic unlawful assembly incident recorded for scale validation.
90759,KSP/SYN/0090759,2025-06-29,5,15,5,13.000154,77.635747,Synthetic child offences incident recorded for scale validation.
90760,KSP/SYN/0090760,2025-10-30,95,11,3,13.029042,77.56677,Synthetic land disputes incident recorded for scale validation.
90761,KSP/SYN/0090761,2022-02-01,27,14,3,12.964174,77.75,Synthetic domestic violence incident recorded for scale validation.
90762,KSP/SYN/0090762,2023-03-28,15,11,3,12.98867,77.577533,Synthetic land disputes incident recorded for scale validation.
90763,KSP/SYN/0090763,2024-02-29,63,15,5,12.960726,77.594737,Synthetic child offences incident recorded for scale validation.
90764,KSP/SYN/0090764,2024-11-26,82,3,3,12.929739,77.61998,Synthetic vehicle theft incident recorded for scale validation.
90765,KSP/SYN/0090765,2024-10-30,61,5,5,12.997599,77.651292,Synthetic narcotics incident recorded for scale validation.
90766,KSP/SYN/0090766,2024-04-15,12,9,2,12.963624,77.75,Synthetic unlawful assembly incident recorded for scale validation.
90767,KSP/SYN/0090767,2025-11-02,52,9,2,12.996409,77.612871,Synthetic unlawful assembly incident recorded for scale validation.
90768,KSP/SYN/0090768,2025-09-14,5,7,5,12.948373,77.577397,Synthetic robbery & dacoity incident recorded for scale validation.
90769,KSP/SYN/0090769,2023-08-16,98,11,3,12.996633,77.556982,Synthetic land disputes incident recorded for scale validation.
90770,KSP/SYN/0090770,2024-12-22,12,13,2,12.840619,77.677836,Synthetic missing persons incident recorded for scale validation.
90771,KSP/SYN/0090771,2023-12-21,66,1,4,12.934347,77.602469,Synthetic cyber crime incident recorded for scale validation.
90772,KSP/SYN/0090772,2022-02-26,29,13,2,12.982538,77.585718,Synthetic missing persons incident recorded for scale validation.
90773,KSP/SYN/0090773,2023-09-05,32,5,5,13.027399,77.597813,Synthetic narcotics incident recorded for scale validation.
90774,KSP/SYN/0090774,2026-01-22,15,2,3,13.007388,77.531631,Synthetic property theft incident recorded for scale validation.
90775,KSP/SYN/0090775,2022-09-20,26,3,3,12.970131,77.640543,Synthetic vehicle theft incident recorded for scale validation.
90776,KSP/SYN/0090776,2024-11-28,70,1,4,12.976092,77.580179,Synthetic cyber crime incident recorded for scale validation.
90777,KSP/SYN/0090777,2024-01-07,14,9,2,12.968736,77.60865,Synthetic unlawful assembly incident recorded for scale validation.
90778,KSP/SYN/0090778,2024-11-28,100,2,3,12.93289,77.621329,Synthetic property theft incident recorded for scale validation.
90779,KSP/SYN/0090779,2022-10-28,74,13,2,12.995742,77.628135,Synthetic missing persons incident recorded for scale validation.
90780,KSP/SYN/0090780,2022-01-03,46,1,4,12.973912,77.600033,Synthetic cyber crime incident recorded for scale validation.
90781,KSP/SYN/0090781,2022-04-01,57,4,4,12.927483,77.597944,Synthetic assault & violence incident recorded for scale validation.
90782,KSP/SYN/0090782,2026-06-04,63,2,3,12.965923,77.640019,Synthetic property theft incident recorded for scale validation.
90783,KSP/SYN/0090783,2023-04-28,37,10,2,12.902923,77.634375,Synthetic eve teasing incident recorded for scale validation.
90784,KSP/SYN/0090784,2026-01-09,82,5,5,12.938978,77.617745,Synthetic narcotics incident recorded for scale validation.
90785,KSP/SYN/0090785,2026-01-04,41,6,5,13.028285,77.52635,Synthetic murder incident recorded for scale validation.
90786,KSP/SYN/0090786,2022-08-16,52,15,5,12.970417,77.596948,Synthetic child offences incident recorded for scale validation.
90787,KSP/SYN/0090787,2022-04-19,27,15,5,13.031788,77.5279,Synthetic child offences incident recorded for scale validation.
90788,KSP/SYN/0090788,2024-09-09,10,11,3,12.984809,77.595746,Synthetic land disputes incident recorded for scale validation.
90789,KSP/SYN/0090789,2025-10-21,89,9,2,12.972174,77.740055,Synthetic unlawful assembly incident recorded for scale validation.
90790,KSP/SYN/0090790,2024-06-08,5,1,4,12.840999,77.706241,Synthetic cyber crime incident recorded for scale validation.
90791,KSP/SYN/0090791,2025-11-06,38,1,4,12.949097,77.647391,Synthetic cyber crime incident recorded for scale validation.
90792,KSP/SYN/0090792,2025-02-04,56,8,3,12.941374,77.622794,Synthetic fraud & cheating incident recorded for scale validation.
90793,KSP/SYN/0090793,2022-10-25,45,1,4,13.039803,77.549669,Synthetic cyber crime incident recorded for scale validation.
90794,KSP/SYN/0090794,2023-04-29,82,1,4,12.924643,77.643685,Synthetic cyber crime incident recorded for scale validation.
90795,KSP/SYN/0090795,2022-01-29,93,4,4,13.025932,77.561883,Synthetic assault & violence incident recorded for scale validation.
90796,KSP/SYN/0090796,2026-03-25,9,6,5,13.030741,77.603527,Synthetic murder incident recorded for scale validation.
90797,KSP/SYN/0090797,2023-05-22,57,3,3,12.965207,77.75,Synthetic vehicle theft incident recorded for scale validation.
90798,KSP/SYN/0090798,2023-04-04,77,5,5,12.840301,77.68204,Synthetic narcotics incident recorded for scale validation.
