target_month,station_id,district_id,month_number,lag_1,lag_2,lag_3,lag_12,rolling_3,rolling_6,target_next_month
2024-11-01,128,5,10,4,7,5,13,5.333,5.0,10
2024-12-01,128,5,11,7,4,7,6,6.0,5.5,5
2025-01-01,128,5,12,10,7,4,4,7.0,6.167,5
2025-02-01,128,5,1,5,10,7,10,7.333,6.333,8
2025-03-01,128,5,2,5,5,10,13,6.667,6.333,4
2025-04-01,128,5,3,8,5,5,7,6.0,6.5,4
2025-05-01,128,5,4,4,8,5,4,5.667,6.5,14
2025-06-01,128,5,5,4,4,8,6,5.333,6.0,5
2025-07-01,128,5,6,14,4,4,4,7.333,6.667,7
2025-08-01,128,5,7,5,14,4,5,7.667,6.667,8
2025-09-01,128,5,8,7,5,14,7,8.667,7.0,5
2025-10-01,128,5,9,8,7,5,4,6.667,7.0,5
2025-11-01,128,5,10,5,8,7,7,6.667,7.167,5
2025-12-01,128,5,11,5,5,8,10,6.0,7.333,6
2023-02-01,129,5,1,7,5,9,9,7.0,6.333,4
2023-03-01,129,5,2,6,7,5,6,6.0,6.833,6
2023-04-01,129,5,3,4,6,7,6,5.667,6.0,4
2023-05-01,129,5,4,6,4,6,11,5.333,6.167,8
2023-06-01,129,5,5,4,6,4,8,4.667,5.333,7
2023-07-01,129,5,6,8,4,6,5,6.0,5.833,10
2023-08-01,129,5,7,7,8,4,3,6.333,5.833,5
2023-09-01,129,5,8,10,7,8,9,8.333,6.5,8
2023-10-01,129,5,9,5,10,7,5,7.333,6.667,5
2023-11-01,129,5,10,8,5,10,9,7.667,7.0,4
2023-12-01,129,5,11,5,8,5,5,6.0,7.167,5
2024-01-01,129,5,12,4,5,8,7,5.667,6.5,8
2024-02-01,129,5,1,5,4,5,6,4.667,6.167,5
2024-03-01,129,5,2,8,5,4,4,5.667,5.833,9
2024-04-01,129,5,3,5,8,5,6,6.0,5.833,5
2024-05-01,129,5,4,9,5,8,4,7.333,6.0,0
2024-06-01,129,5,5,5,9,5,8,6.333,6.0,11
2024-07-01,129,5,6,0,5,9,7,4.667,5.333,4
2024-08-01,129,5,7,11,0,5,10,5.333,6.333,8
2024-09-01,129,5,8,4,11,0,5,5.0,5.667,2
2024-10-01,129,5,9,8,4,11,8,7.667,6.167,4
2024-11-01,129,5,10,2,8,4,5,4.667,5.0,2
2024-12-01,129,5,11,4,2,8,4,4.667,4.833,8
2025-01-01,129,5,12,2,4,2,5,2.667,5.167,5
2025-02-01,129,5,1,8,2,4,8,4.667,4.667,5
2025-03-01,129,5,2,5,8,2,5,5.0,4.833,4
2025-04-01,129,5,3,5,5,8,9,6.0,4.333,4
2025-05-01,129,5,4,4,5,5,5,4.667,4.667,6
2025-06-01,129,5,5,4,4,5,0,4.333,4.667,13
2025-07-01,129,5,6,6,4,4,11,4.667,5.333,3
2025-08-01,129,5,7,13,6,4,4,7.667,6.167,9
2025-09-01,129,5,8,3,13,6,8,7.333,5.833,6
2025-10-01,129,5,9,9,3,13,2,8.333,6.5,8
2025-11-01,129,5,10,6,9,3,4,6.0,6.833,5
2025-12-01,129,5,11,8,6,9,2,7.667,7.5,9
2023-02-01,130,5,1,5,5,9,8,6.333,7.5,10
2023-03-01,130,5,2,4,5,5,13,4.667,7.167,6
2023-04-01,130,5,3,10,4,5,6,6.333,7.167,5
2023-05-01,130,5,4,6,10,4,8,6.667,6.5,6
2023-06-01,130,5,5,5,6,10,4,7.0,5.833,8
2023-07-01,130,5,6,6,5,6,5,5.667,6.0,7
2023-08-01,130,5,7,8,6,5,6,6.333,6.5,5
2023-09-01,130,5,8,7,8,6,10,7.0,7.0,5
2023-10-01,130,5,9,5,7,8,10,6.667,6.167,6
2023-11-01,130,5,10,5,5,7,9,5.667,6.0,9
2023-12-01,130,5,11,6,5,5,5,5.333,6.167,9
2024-01-01,130,5,12,9,6,5,5,6.667,6.667,7
2024-02-01,130,5,1,9,9,6,4,8.0,6.833,9
2024-03-01,130,5,2,7,9,9,10,8.333,6.833,5
2024-04-01,130,5,3,9,7,9,6,8.333,7.5,11
2024-05-01,130,5,4,5,9,7,5,7.0,7.5,9
2024-06-01,130,5,5,11,5,9,6,8.333,8.333,5
2024-07-01,130,5,6,9,11,5,8,8.333,8.333,12
2024-08-01,130,5,7,5,9,11,7,8.333,7.667,13
2024-09-01,130,5,8,12,5,9,5,8.667,8.5,12
2024-10-01,130,5,9,13,12,5,5,10.0,9.167,5
2024-11-01,130,5,10,12,13,12,6,12.333,10.333,6
2024-12-01,130,5,11,5,12,13,9,10.0,9.333,8
2025-01-01,130,5,12,6,5,12,9,7.667,8.833,11
2025-02-01,130,5,1,8,6,5,7,6.333,9.333,5
2025-03-01,130,5,2,11,8,6,9,8.333,9.167,7
2025-04-01,130,5,3,5,11,8,5,8.0,7.833,10
2025-05-01,130,5,4,7,5,11,11,7.667,7.0,7
2025-06-01,130,5,5,10,7,5,9,7.333,7.833,2
2025-07-01,130,5,6,7,10,7,5,8.0,8.0,6
2025-08-01,130,5,7,2,7,10,12,6.333,7.0,5
2025-09-01,130,5,8,6,2,7,13,5.0,6.167,5
2025-10-01,130,5,9,5,6,2,12,4.333,6.167,8
2025-11-01,130,5,10,5,5,6,5,5.333,5.833,12
2025-12-01,130,5,11,8,5,5,6,6.0,5.5,10
2023-02-01,131,5,1,4,9,5,13,6.0,6.333,6
2023-03-01,131,5,2,5,4,9,8,6.0,5.667,5
2023-04-01,131,5,3,6,5,4,3,5.0,6.0,8
2023-05-01,131,5,4,5,6,5,6,5.333,5.667,5
2023-06-01,131,5,5,8,5,6,6,6.333,6.167,3
2023-07-01,131,5,6,5,8,5,1,6.0,5.5,6
2023-08-01,131,5,7,3,5,8,9,5.333,5.333,9
2023-09-01,131,5,8,6,3,5,4,4.667,5.5,5
2023-10-01,131,5,9,9,6,3,7,6.0,6.0,5
2023-11-01,131,5,10,5,9,6,5,6.667,6.0,4
2023-12-01,131,5,11,5,5,9,9,6.333,5.5,7
2024-01-01,131,5,12,4,5,5,4,4.667,5.333,13
2024-02-01,131,5,1,7,4,5,5,5.333,6.0,11
2024-03-01,131,5,2,13,7,4,6,8.0,7.167,10
2024-04-01,131,5,3,11,13,7,5,10.333,7.5,11
2024-05-01,131,5,4,10,11,13,8,11.333,8.333,10
2024-06-01,131,5,5,11,10,11,5,10.667,9.333,9
2024-07-01,131,5,6,10,11,10,3,10.333,10.333,11
2024-08-01,131,5,7,9,10,11,6,10.0,10.667,3
2024-09-01,131,5,8,11,9,10,9,10.0,10.333,4
2024-10-01,131,5,9,3,11,9,5,7.667,9.0,6
2024-11-01,131,5,10,4,3,11,5,6.0,8.0,4
2024-12-01,131,5,11,6,4,3,4,4.333,7.167,6
2025-01-01,131,5,12,4,6,4,7,4.667,6.167,10
2025-02-01,131,5,1,6,4,6,13,5.333,5.667,7
2025-03-01,131,5,2,10,6,4,11,6.667,5.5,7
2025-04-01,131,5,3,7,10,6,10,7.667,6.167,12
2025-05-01,131,5,4,7,7,10,11,8.0,6.667,6
2025-06-01,131,5,5,12,7,7,10,8.667,7.667,5
2025-07-01,131,5,6,6,12,7,9,8.333,8.0,5
2025-08-01,131,5,7,5,6,12,11,7.667,7.833,5
2025-09-01,131,5,8,5,5,6,3,5.333,7.0,5
2025-10-01,131,5,9,5,5,5,4,5.0,6.667,7
2025-11-01,131,5,10,5,5,5,6,5.0,6.333,5
2025-12-01,131,5,11,7,5,5,4,5.667,5.5,11
2023-02-01,132,5,1,10,9,4,3,7.667,7.333,6
2023-03-01,132,5,2,9,10,9,3,9.333,7.333,9
2023-04-01,132,5,3,6,9,10,10,8.333,6.667,6
2023-05-01,132,5,4,9,6,9,6,8.0,7.833,7
2023-06-01,132,5,5,6,9,6,7,7.0,8.167,3
2023-07-01,132,5,6,7,6,9,8,7.333,7.833,8
2023-08-01,132,5,7,3,7,6,9,5.333,6.667,10
2023-09-01,132,5,8,8,3,7,10,6.0,6.5,6
2023-10-01,132,5,9,10,8,3,2,7.0,7.167,7
2023-11-01,132,5,10,6,10,8,4,8.0,6.667,6
2023-12-01,132,5,11,7,6,10,9,7.667,6.833,3
2024-01-01,132,5,12,6,7,6,10,6.333,6.667,8
2024-02-01,132,5,1,3,6,7,9,5.333,6.667,3
2024-03-01,132,5,2,8,3,6,6,5.667,6.667,13
2024-04-01,132,5,3,3,8,3,9,4.667,5.5,4
2024-05-01,132,5,4,13,3,8,6,8.0,6.667,6
2024-06-01,132,5,5,4,13,3,7,6.667,6.167,8
2024-07-01,132,5,6,6,4,13,3,7.667,6.167,6
2024-08-01,132,5,7,8,6,4,8,6.0,7.0,7
2024-09-01,132,5,8,6,8,6,10,6.667,6.667,9
2024-10-01,132,5,9,7,6,8,6,7.0,7.333,2
2024-11-01,132,5,10,9,7,6,7,7.333,6.667,7
2024-12-01,132,5,11,2,9,7,6,6.0,6.333,9
2025-01-01,132,5,12,7,2,9,3,6.0,6.5,7
2025-02-01,132,5,1,9,7,2,8,6.0,6.667,9
2025-03-01,132,5,2,7,9,7,3,7.667,6.833,10
2025-04-01,132,5,3,9,7,9,13,8.333,7.167,13
2025-05-01,132,5,4,10,9,7,4,8.667,7.333,4
2025-06-01,132,5,5,13,10,9,6,10.667,9.167,5
2025-07-01,132,5,6,4,13,10,8,9.0,8.667,10
2025-08-01,132,5,7,5,4,13,6,7.333,8.0,6
2025-09-01,132,5,8,10,5,4,7,6.333,8.5,7
2025-10-01,132,5,9,6,10,5,9,7.0,8.0,5
2025-11-01,132,5,10,7,6,10,2,7.667,7.5,9
2025-12-01,132,5,11,5,7,6,7,6.0,6.167,8
2023-02-01,133,6,1,3,4,11,9,6.0,6.667,10
2023-03-01,133,6,2,7,3,4,5,4.667,7.0,6
2023-04-01,133,6,3,10,7,3,6,6.667,7.333,4
2023-05-01,133,6,4,6,10,7,4,7.667,6.833,10
2023-06-01,133,6,5,4,6,10,9,6.667,5.667,7
2023-07-01,133,6,6,10,4,6,8,6.667,6.667,14
2023-08-01,133,6,7,7,10,4,5,7.0,7.333,4
2023-09-01,133,6,8,14,7,10,8,10.333,8.5,5
2023-10-01,133,6,9,4,14,7,9,8.333,7.5,8
2023-11-01,133,6,10,5,4,14,11,7.667,7.333,9
2023-12-01,133,6,11,8,5,4,4,5.667,8.0,10
2024-01-01,133,6,12,9,8,5,3,7.333,7.833,10
2024-02-01,133,6,1,10,9,8,7,9.0,8.333,8
2024-03-01,133,6,2,10,10,9,10,9.667,7.667,9
2024-04-01,133,6,3,8,10,10,6,9.333,8.333,6
2024-05-01,133,6,4,9,8,10,4,9.0,9.0,12
2024-06-01,133,6,5,6,9,8,10,7.667,8.667,7
2024-07-01,133,6,6,12,6,9,7,9.0,9.167,11
2024-08-01,133,6,7,7,12,6,14,8.333,8.667,12
2024-09-01,133,6,8,11,7,12,4,10.0,8.833,6
2024-10-01,133,6,9,12,11,7,5,10.0,9.5,3
2024-11-01,133,6,10,6,12,11,8,9.667,9.0,6
2024-12-01,133,6,11,3,6,12,9,7.0,8.5,2
2025-01-01,133,6,12,6,3,6,10,5.0,7.5,9
2025-02-01,133,6,1,2,6,3,10,3.667,6.667,9
2025-03-01,133,6,2,9,2,6,8,5.667,6.333,7
2025-04-01,133,6,3,9,9,2,9,6.667,5.833,8
2025-05-01,133,6,4,7,9,9,6,8.333,6.0,4
2025-06-01,133,6,5,8,7,9,12,8.0,6.833,11
2025-07-01,133,6,6,4,8,7,7,6.333,6.5,5
2025-08-01,133,6,7,11,4,8,11,7.667,8.0,6
2025-09-01,133,6,8,5,11,4,12,6.667,7.333,7
2025-10-01,133,6,9,6,5,11,6,7.333,6.833,5
2025-11-01,133,6,10,7,6,5,3,6.0,6.833,7
2025-12-01,133,6,11,5,7,6,6,6.0,6.333,6
2023-02-01,134,6,1,8,5,10,5,7.667,6.833,3
2023-03-01,134,6,2,11,8,5,6,8.0,7.167,10
2023-04-01,134,6,3,3,11,8,6,7.333,7.333,8
2023-05-01,134,6,4,10,3,11,6,8.0,7.833,5
2023-06-01,134,6,5,8,10,3,8,7.0,7.5,6
2023-07-01,134,6,6,5,8,10,4,7.667,7.5,6
2023-08-01,134,6,7,6,5,8,9,6.333,7.167,6
2023-09-01,134,6,8,6,6,5,2,5.667,6.333,9
2023-10-01,134,6,9,6,6,6,7,6.0,6.833,8
2023-11-01,134,6,10,9,6,6,10,7.0,6.667,5
2023-12-01,134,6,11,8,9,6,5,7.667,6.667,8
2024-01-01,134,6,12,5,8,9,8,7.333,6.667,6
2024-02-01,134,6,1,8,5,8,11,7.0,7.0,7
2024-03-01,134,6,2,6,8,5,3,6.333,7.0,5
2024-04-01,134,6,3,7,6,8,10,7.0,7.167,3
2024-05-01,134,6,4,5,7,6,8,6.0,6.5,12
2024-06-01,134,6,5,3,5,7,5,5.0,5.667,6
2024-07-01,134,6,6,12,3,5,6,6.667,6.833,6
2024-08-01,134,6,7,6,12,3,6,7.0,6.5,5
2024-09-01,134,6,8,6,6,12,6,8.0,6.5,10
2024-10-01,134,6,9,5,6,6,9,5.667,6.167,6
2024-11-01,134,6,10,10,5,6,8,7.0,7.0,2
2024-12-01,134,6,11,6,10,5,5,7.0,7.5,10
2025-01-01,134,6,12,2,6,10,8,6.0,5.833,8
2025-02-01,134,6,1,10,2,6,6,6.0,6.5,6
2025-03-01,134,6,2,8,10,2,7,6.667,6.833,2
2025-04-01,134,6,3,6,8,10,5,8.0,7.0,13
2025-05-01,134,6,4,2,6,8,3,5.333,5.667,11
2025-06-01,134,6,5,13,2,6,12,7.0,6.833,2
2025-07-01,134,6,6,11,13,2,6,8.667,8.333,7
2025-08-01,134,6,7,2,11,13,6,8.667,7.0,7
2025-09-01,134,6,8,7,2,11,5,6.667,6.833,5
2025-10-01,134,6,9,7,7,2,10,5.333,7.0,4
2025-11-01,134,6,10,5,7,7,6,6.333,7.5,6
2025-12-01,134,6,11,4,5,7,2,5.333,6.0,8
2023-02-01,135,6,1,4,2,8,11,4.667,6.5,8
2023-03-01,135,6,2,7,4,2,5,4.333,5.833,6
2023-04-01,135,6,3,8,7,4,8,6.333,6.5,5
2023-05-01,135,6,4,6,8,7,2,7.0,5.833,4
2023-06-01,135,6,5,5,6,8,4,6.333,5.333,8
2023-07-01,135,6,6,4,5,6,6,5.0,5.667,9
2023-08-01,135,6,7,8,4,5,11,5.667,6.333,6
2023-09-01,135,6,8,9,8,4,4,7.0,6.667,5
2023-10-01,135,6,9,6,9,8,10,7.667,6.333,5
2023-11-01,135,6,10,5,6,9,8,6.667,6.167,5
2023-12-01,135,6,11,5,5,6,2,5.333,6.167,6
2024-01-01,135,6,12,5,5,5,4,5.0,6.333,5
2024-02-01,135,6,1,6,5,5,7,5.333,6.0,7
2024-03-01,135,6,2,5,6,5,8,5.333,5.333,8
2024-04-01,135,6,3,7,5,6,6,6.0,5.5,7
2024-05-01,135,6,4,8,7,5,5,6.667,6.0,10
2024-06-01,135,6,5,7,8,7,4,7.333,6.333,10
2024-07-01,135,6,6,10,7,8,8,8.333,7.167,8
2024-08-01,135,6,7,10,10,7,9,9.0,7.833,7
2024-09-01,135,6,8,8,10,10,6,9.333,8.333,7
2024-10-01,135,6,9,7,8,10,5,8.333,8.333,5
2024-11-01,135,6,10,7,7,8,5,7.333,8.167,6
2024-12-01,135,6,11,5,7,7,5,6.333,7.833,7
2025-01-01,135,6,12,6,5,7,6,6.0,7.167,10
2025-02-01,135,6,1,7,6,5,5,6.0,6.667,9
2025-03-01,135,6,2,10,7,6,7,7.667,7.0,6
2025-04-01,135,6,3,9,10,7,8,8.667,7.333,3
2025-05-01,135,6,4,6,9,10,7,8.333,7.167,5
2025-06-01,135,6,5,3,6,9,10,6.0,6.833,6
2025-07-01,135,6,6,5,3,6,10,4.667,6.667,7
2025-08-01,135,6,7,6,5,3,8,4.667,6.5,3
2025-09-01,135,6,8,7,6,5,7,6.0,6.0,12
2025-10-01,135,6,9,3,7,6,7,5.333,5.0,10
2025-11-01,135,6,10,12,3,7,5,7.333,6.0,11
2025-12-01,135,6,11,10,12,3,6,8.333,7.167,5
2023-02-01,136,6,1,6,7,6,6,6.333,6.333,5
2023-03-01,136,6,2,9,6,7,7,7.333,6.5,12
2023-04-01,136,6,3,5,9,6,8,6.667,6.0,8
2023-05-01,136,6,4,12,5,9,4,8.667,7.5,4
2023-06-01,136,6,5,8,12,5,10,8.333,7.833,8
2023-07-01,136,6,6,4,8,12,5,8.0,7.333,6
2023-08-01,136,6,7,8,4,8,8,6.667,7.667,9
2023-09-01,136,6,8,6,8,4,8,6.0,7.167,12
2023-10-01,136,6,9,9,6,8,3,7.667,7.833,7
2023-11-01,136,6,10,12,9,6,6,9.0,7.833,9
2023-12-01,136,6,11,7,12,9,7,9.333,7.667,9
2024-01-01,136,6,12,9,7,12,6,9.333,8.5,9
2024-02-01,136,6,1,9,9,7,9,8.333,8.667,8
2024-03-01,136,6,2,9,9,9,5,9.0,9.167,2
2024-04-01,136,6,3,8,9,9,12,8.667,9.0,8
2024-05-01,136,6,4,2,8,9,8,6.333,7.333,9
2024-06-01,136,6,5,8,2,8,4,6.0,7.5,6
2024-07-01,136,6,6,9,8,2,8,6.333,7.5,5
2024-08-01,136,6,7,6,9,8,6,7.667,7.0,6
2024-09-01,136,6,8,5,6,9,9,6.667,6.333,5
2024-10-01,136,6,9,6,5,6,12,5.667,6.0,5
2024-11-01,136,6,10,5,6,5,7,5.333,6.5,6
2024-12-01,136,6,11,5,5,6,9,5.333,6.0,3
2025-01-01,136,6,12,6,5,5,9,5.333,5.5,7
2025-02-01,136,6,1,3,6,5,9,4.667,5.0,5
2025-03-01,136,6,2,7,3,6,8,5.333,5.333,9
2025-04-01,136,6,3,5,7,3,2,5.0,5.167,4
2025-05-01,136,6,4,9,5,7,8,7.0,5.833,10
2025-06-01,136,6,5,4,9,5,9,6.0,5.667,7
2025-07-01,136,6,6,10,4,9,6,7.667,6.333,11
2025-08-01,136,6,7,7,10,4,5,7.0,7.0,5
2025-09-01,136,6,8,11,7,10,6,9.333,7.667,7
2025-10-01,136,6,9,5,11,7,5,7.667,7.667,5
2025-11-01,136,6,10,7,5,11,5,7.667,7.333,5
2025-12-01,136,6,11,5,7,5,6,5.667,7.5,7
2023-02-01,137,6,1,9,7,10,6,8.667,8.0,11
2023-03-01,137,6,2,5,9,7,6,7.0,8.167,5
2023-04-01,137,6,3,11,5,9,3,8.333,8.167,7
2023-05-01,137,6,4,5,11,5,4,7.0,7.833,9
2023-06-01,137,6,5,7,5,11,10,7.667,7.333,4
2023-07-01,137,6,6,9,7,5,11,7.0,7.667,7
2023-08-01,137,6,7,4,9,7,4,6.667,6.833,7
2023-09-01,137,6,8,7,4,9,11,6.667,7.167,6
2023-10-01,137,6,9,7,7,4,7,6.0,6.5,7
2023-11-01,137,6,10,6,7,7,10,6.667,6.667,10
2023-12-01,137,6,11,7,6,7,7,6.667,6.667,8
2024-01-01,137,6,12,10,7,6,9,7.667,6.833,3
2024-02-01,137,6,1,8,10,7,5,8.333,7.5,4
2024-03-01,137,6,2,3,8,10,11,7.0,6.833,7
2024-04-01,137,6,3,4,3,8,5,5.0,6.333,4
2024-05-01,137,6,4,7,4,3,7,4.667,6.5,6
2024-06-01,137,6,5,4,7,4,9,5.0,6.0,7
2024-07-01,137,6,6,6,4,7,4,5.667,5.333,9
2024-08-01,137,6,7,7,6,4,7,5.667,5.167,8
2024-09-01,137,6,8,9,7,6,7,7.333,6.167,8
2024-10-01,137,6,9,8,9,7,6,8.0,6.833,5
2024-11-01,137,6,10,8,8,9,7,8.333,7.0,10
2024-12-01,137,6,11,5,8,8,10,7.0,7.167,8
2025-01-01,137,6,12,10,5,8,8,7.667,7.833,6
2025-02-01,137,6,1,8,10,5,3,7.667,8.0,7
2025-03-01,137,6,2,6,8,10,4,8.0,7.5,10
2025-04-01,137,6,3,7,6,8,7,7.0,7.333,6
2025-05-01,137,6,4,10,7,6,4,7.667,7.667,3
2025-06-01,137,6,5,6,10,7,6,7.667,7.833,7
2025-07-01,137,6,6,3,6,10,7,6.333,6.667,6
2025-08-01,137,6,7,7,3,6,9,5.333,6.5,2
2025-09-01,137,6,8,6,7,3,8,5.333,6.5,12
2025-10-01,137,6,9,2,6,7,8,5.0,5.667,5
2025-11-01,137,6,10,12,2,6,5,6.667,6.0,7
2025-12-01,137,6,11,5,12,2,10,6.333,5.833,11
2023-02-01,138,6,1,10,9,9,6,9.333,7.167,11
2023-03-01,138,6,2,5,10,9,6,8.0,7.5,11
2023-04-01,138,6,3,11,5,10,3,8.667,8.5,5
2023-05-01,138,6,4,11,11,5,5,9.0,9.167,7
2023-06-01,138,6,5,5,11,11,7,9.0,8.5,10
2023-07-01,138,6,6,7,5,11,7,7.667,8.167,4
2023-08-01,138,6,7,10,7,5,3,7.333,8.167,5
2023-09-01,138,6,8,4,10,7,5,7.0,8.0,4
2023-10-01,138,6,9,5,4,10,7,6.333,7.0,8
2023-11-01,138,6,10,4,5,4,9,4.333,5.833,10
2023-12-01,138,6,11,8,4,5,9,5.667,6.333,9
2024-01-01,138,6,12,10,8,4,10,7.333,6.833,2
2024-02-01,138,6,1,9,10,8,5,9.0,6.667,10
2024-03-01,138,6,2,2,9,10,11,7.0,6.333,8
2024-04-01,138,6,3,10,2,9,11,7.0,7.167,11
2024-05-01,138,6,4,8,10,2,5,6.667,7.833,4
2024-06-01,138,6,5,11,8,10,7,9.667,8.333,9
2024-07-01,138,6,6,4,11,8,10,7.667,7.333,8
2024-08-01,138,6,7,9,4,11,4,8.0,7.333,9
2024-09-01,138,6,8,8,9,4,5,7.0,8.333,7
2024-10-01,138,6,9,9,8,9,4,8.667,8.167,5
2024-11-01,138,6,10,7,9,8,8,8.0,8.0,7
2024-12-01,138,6,11,5,7,9,10,7.0,7.0,9
2025-01-01,138,6,12,7,5,7,9,6.333,7.5,6
2025-02-01,138,6,1,9,7,5,2,7.0,7.5,9
2025-03-01,138,6,2,6,9,7,10,7.333,7.167,8
2025-04-01,138,6,3,9,6,9,8,8.0,7.167,9
2025-05-01,138,6,4,8,9,6,11,7.667,7.333,4
2025-06-01,138,6,5,9,8,9,4,8.667,8.0,10
2025-07-01,138,6,6,4,9,8,9,7.0,7.5,5
2025-08-01,138,6,7,10,4,9,8,7.667,7.667,5
2025-09-01,138,6,8,5,10,4,9,6.333,7.5,6
2025-10-01,138,6,9,5,5,10,7,6.667,6.833,7
2025-11-01,138,6,10,6,5,5,5,5.333,6.5,9
2025-12-01,138,6,11,7,6,5,7,6.0,6.167,10
2023-02-01,139,6,1,7,6,11,7,8.0,6.0,8
2023-03-01,139,6,2,4,7,6,8,5.667,6.167,4
2023-04-01,139,6,3,8,4,7,9,6.333,6.833,7
2023-05-01,139,6,4,4,8,4,5,5.333,6.667,12
2023-06-01,139,6,5,7,4,8,10,6.333,6.0,5
2023-07-01,139,6,6,12,7,4,5,7.667,7.0,12
2023-08-01,139,6,7,5,12,7,3,8.0,6.667,6
2023-09-01,139,6,8,12,5,12,4,9.667,8.0,4
2023-10-01,139,6,9,6,12,5,5,7.667,7.667,12
2023-11-01,139,6,10,4,6,12,11,7.333,7.667,5
2023-12-01,139,6,11,12,4,6,6,7.333,8.5,8
2024-01-01,139,6,12,5,12,4,7,7.0,7.333,5
2024-02-01,139,6,1,8,5,12,4,8.333,7.833,12
2024-03-01,139,6,2,5,8,5,8,6.0,6.667,6
2024-04-01,139,6,3,12,5,8,4,8.333,7.667,6
2024-05-01,139,6,4,6,12,5,7,7.667,8.0,6
2024-06-01,139,6,5,6,6,12,12,8.0,7.0,10
2024-07-01,139,6,6,6,6,6,5,6.0,7.167,11
2024-08-01,139,6,7,10,6,6,12,7.333,7.5,4
2024-09-01,139,6,8,11,10,6,6,9.0,8.5,7
2024-10-01,139,6,9,4,11,10,4,8.333,7.167,9
2024-11-01,139,6,10,7,4,11,12,7.333,7.333,7
2024-12-01,139,6,11,9,7,4,5,6.667,7.833,10
2025-01-01,139,6,12,7,9,7,8,7.667,8.0,9
2025-02-01,139,6,1,10,7,9,5,8.667,8.0,4
2025-03-01,139,6,2,9,10,7,12,8.667,7.667,8
2025-04-01,139,6,3,4,9,10,6,7.667,7.667,7
2025-05-01,139,6,4,8,4,9,6,7.0,7.833,7
2025-06-01,139,6,5,7,8,4,6,6.333,7.5,4
2025-07-01,139,6,6,7,7,8,10,7.333,7.5,12
2025-08-01,139,6,7,4,7,7,11,6.0,6.5,9
2025-09-01,139,6,8,12,4,7,4,7.667,7.0,8
2025-10-01,139,6,9,9,12,4,7,8.333,7.833,6
2025-11-01,139,6,10,8,9,12,9,9.667,7.833,10
2025-12-01,139,6,11,6,8,9,7,7.667,7.667,9
2023-02-01,140,6,1,7,8,3,3,6.0,6.833,4
2023-03-01,140,6,2,5,7,8,8,6.667,6.167,6
2023-04-01,140,6,3,4,5,7,9,5.333,5.5,4
2023-05-01,140,6,4,6,4,5,7,5.0,5.5,10
2023-06-01,140,6,5,4,6,4,6,4.667,5.667,3
2023-07-01,140,6,6,10,4,6,6,6.667,6.0,9
2023-08-01,140,6,7,3,10,4,9,5.667,5.333,8
2023-09-01,140,6,8,9,3,10,8,7.333,6.0,5
2023-10-01,140,6,9,8,9,3,6,6.667,6.667,6
2023-11-01,140,6,10,5,8,9,3,7.333,6.5,4
2023-12-01,140,6,11,6,5,8,8,6.333,6.833,6
2024-01-01,140,6,12,4,6,5,7,5.0,5.833,7
2024-02-01,140,6,1,6,4,6,5,5.333,6.333,3
2024-03-01,140,6,2,7,6,4,4,5.667,6.0,4
2024-04-01,140,6,3,3,7,6,6,5.333,5.167,9
2024-05-01,140,6,4,4,3,7,4,4.667,5.0,7
2024-06-01,140,6,5,9,4,3,10,5.333,5.5,8
2024-07-01,140,6,6,7,9,4,3,6.667,6.0,11
2024-08-01,140,6,7,8,7,9,9,8.0,6.333,5
2024-09-01,140,6,8,11,8,7,8,8.667,7.0,10
2024-10-01,140,6,9,5,11,8,5,8.0,7.333,2
2024-11-01,140,6,10,10,5,11,6,8.667,8.333,8
2024-12-01,140,6,11,2,10,5,4,5.667,7.167,8
2025-01-01,140,6,12,8,2,10,6,6.667,7.333,8
2025-02-01,140,6,1,8,8,2,7,6.0,7.333,4
2025-03-01,140,6,2,8,8,8,3,8.0,6.833,5
2025-04-01,140,6,3,4,8,8,4,6.667,6.667,10
2025-05-01,140,6,4,5,4,8,9,5.667,5.833,12
2025-06-01,140,6,5,10,5,4,7,6.333,7.167,7
2025-07-01,140,6,6,12,10,5,8,9.0,7.833,6
2025-08-01,140,6,7,7,12,10,11,9.667,7.667,11
2025-09-01,140,6,8,6,7,12,5,8.333,7.333,5
2025-10-01,140,6,9,11,6,7,10,8.0,8.5,8
2025-11-01,140,6,10,5,11,6,2,7.333,8.5,5
2025-12-01,140,6,11,8,5,11,8,8.0,8.167,10
2023-02-01,141,7,1,3,3,9,8,5.0,5.667,3
2023-03-01,141,7,2,1,3,3,7,2.333,4.5,8
2023-04-01,141,7,3,3,1,3,9,2.333,3.333,4
2023-05-01,141,7,4,8,3,1,5,4.0,4.5,10
2023-06-01,141,7,5,4,8,3,4,5.0,3.667,5
2023-07-01,141,7,6,10,4,8,5,7.333,4.833,7
2023-08-01,141,7,7,5,10,4,8,6.333,5.167,8
2023-09-01,141,7,8,7,5,10,10,7.333,6.167,3
2023-10-01,141,7,9,8,7,5,1,6.667,7.0,9
2023-11-01,141,7,10,3,8,7,9,6.0,6.167,7
2023-12-01,141,7,11,9,3,8,3,6.667,7.0,6
2024-01-01,141,7,12,7,9,3,3,6.333,6.5,13
2024-02-01,141,7,1,6,7,9,1,7.333,6.667,11
2024-03-01,141,7,2,13,6,7,3,8.667,7.667,7
2024-04-01,141,7,3,11,13,6,8,10.0,8.167,4
