target_month,station_id,district_id,month_number,current_count,lag_1,lag_2,lag_3,lag_12,rolling_mean_6,rolling_mean_12,rolling_std_12,anomaly_class
2023-11-01,139,6,11,5,12,4,6,6,8.5,7.25,3.137,0
2024-11-01,155,8,11,7,7,10,11,3,9.333,7.75,2.927,0
2024-07-01,77,1,7,21,22,14,9,19,16.0,17.5,4.189,0
2023-03-01,155,8,3,10,8,5,7,9,7.167,8.0,1.859,0
2023-04-01,39,1,4,22,16,14,19,22,16.5,18.417,3.288,0
2024-10-01,161,9,10,11,7,6,3,9,7.5,6.833,3.46,0
2024-11-01,18,1,11,13,19,23,18,14,17.833,18.833,4.196,0
2024-05-01,69,1,5,16,19,23,21,25,20.333,19.917,2.466,0
2023-12-01,84,1,12,14,18,26,15,14,19.0,17.917,4.441,0
2024-05-01,144,7,5,3,8,3,7,7,7.667,8.167,3.639,0
2024-02-01,21,1,2,18,18,17,15,13,17.833,19.333,4.097,0
2025-05-01,152,8,5,11,5,8,3,3,6.833,6.833,3.271,0
2024-09-01,52,1,9,25,21,19,19,14,18.667,17.917,2.466,1
2025-12-01,108,2,12,8,4,9,8,5,7.0,5.833,2.855,0
2025-07-01,47,1,7,19,27,15,13,19,19.5,18.583,4.252,0
2023-11-01,103,2,11,6,5,3,3,9,5.167,5.583,3.26,0
2024-05-01,130,5,5,9,11,5,9,6,8.333,7.25,1.96,0
2025-01-01,71,1,1,20,23,10,13,23,17.667,19.167,5.042,0
2023-07-01,127,5,7,9,7,6,10,7,9.0,7.833,2.791,0
2023-05-01,113,3,5,11,5,7,6,6,6.0,6.5,2.236,1
2025-08-01,47,1,8,14,19,27,15,18,19.333,18.583,4.252,0
2024-01-01,128,5,1,10,4,6,13,7,7.667,6.75,2.598,0
2025-05-01,146,7,5,10,7,7,5,13,6.0,6.75,2.734,0
2024-12-01,47,1,12,15,15,23,16,24,19.5,20.5,4.079,0
2025-12-01,112,3,12,10,2,5,11,8,7.333,7.833,2.657,0
2025-09-01,28,1,9,20,24,21,19,26,19.167,20.083,3.502,0
2023-08-01,153,8,8,9,8,5,6,6,6.5,6.0,1.859,0
2024-04-01,160,9,4,3,7,3,2,9,5.833,6.0,2.594,0
2023-06-01,100,1,6,18,18,18,16,16,17.833,16.833,3.46,0
2025-04-01,164,9,4,7,9,3,5,9,6.0,6.917,2.61,0
2025-09-01,134,6,9,5,7,7,2,10,7.0,7.0,3.668,0
2025-04-01,57,1,4,13,15,21,15,18,17.0,18.25,3.251,0
2025-08-01,53,1,8,23,16,15,14,22,16.5,16.417,3.147,1
2023-09-01,81,1,9,15,18,15,18,17,16.833,18.0,4.068,0
2024-03-01,113,3,3,8,1,7,7,7,5.0,5.917,2.678,0
2024-11-01,151,8,11,6,9,6,7,5,5.833,6.25,2.006,0
2025-07-01,29,1,7,21,13,23,19,25,19.333,19.667,3.499,0
2024-09-01,76,1,9,22,19,19,24,28,19.833,18.5,4.796,0
2025-10-01,10,1,10,25,19,16,14,14,19.667,18.667,5.416,0
2024-11-01,164,9,11,4,10,11,7,9,8.0,7.167,2.443,0
2025-01-01,110,3,1,15,10,9,8,10,8.667,8.0,2.412,1
2023-05-01,76,1,5,29,27,12,17,24,16.667,17.167,4.951,1
2023-02-01,153,8,2,5,4,3,6,6,5.5,6.25,1.96,0
2024-04-01,21,1,4,28,19,18,18,19,17.833,19.0,2.523,1
2024-07-01,45,1,7,22,15,16,11,12,16.167,16.667,5.123,0
2023-12-01,122,4,12,13,8,12,12,6,7.167,6.667,3.025,1
2025-02-01,141,7,2,7,11,8,3,11,6.833,7.083,2.539,0
2023-06-01,150,8,6,11,6,4,7,9,6.167,5.583,2.392,1
2023-02-01,161,9,2,12,7,10,12,8,9.167,8.167,2.167,0
2025-09-01,41,1,9,17,22,15,19,23,17.5,18.417,4.461,0
2025-10-01,41,1,10,21,17,22,15,24,16.667,17.917,4.231,0
2024-05-01,145,7,5,7,4,10,14,10,8.167,8.333,2.871,0
2023-11-01,107,2,11,7,2,7,4,3,5.167,5.333,2.229,0
2025-06-01,16,1,6,11,20,24,21,13,20.5,18.917,3.777,0
2023-11-01,101,2,11,9,6,5,7,4,6.667,6.167,2.29,0
2025-09-01,118,4,9,10,2,4,11,2,5.667,5.667,3.339,0
2025-01-01,31,1,1,24,18,12,18,17,17.0,17.0,3.411,1
2023-12-01,8,1,12,28,19,23,16,17,19.0,18.75,3.745,1
2024-11-01,134,6,11,2,6,10,5,5,7.5,6.583,2.429,0
2024-10-01,35,1,10,22,26,20,16,19,20.5,20.417,4.641,0
2025-11-01,150,8,11,7,6,4,10,9,8.833,8.0,3.104,0
2024-09-01,9,1,9,12,23,17,11,16,18.167,18.917,5.501,0
2024-10-01,104,2,10,12,5,5,1,11,4.333,5.417,2.712,1
2024-08-01,91,1,8,19,28,16,18,17,17.167,16.917,4.337,0
2023-04-01,117,4,4,10,4,7,7,4,5.833,5.5,1.732,1
2023-10-01,133,6,10,8,5,4,14,11,7.333,7.083,3.45,0
2024-08-01,138,6,8,9,8,9,4,5,8.333,7.333,2.871,0
2023-06-01,99,1,6,10,19,18,22,24,19.5,19.0,3.668,0
2025-06-01,24,1,6,16,18,24,17,18,19.5,18.917,2.811,0
2023-07-01,125,5,7,6,7,10,8,5,8.333,7.333,1.826,0
2024-05-01,154,8,5,10,6,5,5,3,4.333,5.333,2.188,1
2023-04-01,38,1,4,17,26,17,29,13,22.5,20.333,5.015,0
2023-07-01,43,1,7,25,16,19,13,18,16.167,17.0,4.492,0
2023-02-01,120,4,2,5,4,9,12,3,7.167,6.5,2.431,0
2024-07-01,140,6,7,11,8,7,9,9,6.333,6.333,2.015,1
2025-01-01,42,1,1,24,17,19,24,14,18.5,17.083,3.605,0
2023-05-01,111,3,5,11,5,8,6,5,6.167,6.333,1.67,1
2023-05-01,92,1,5,26,17,19,19,13,17.333,17.917,3.801,1
2025-11-01,121,4,11,5,9,7,12,7,7.333,7.167,2.125,0
2025-09-01,26,1,9,22,17,24,19,19,22.833,20.083,4.738,0
2025-10-01,24,1,10,18,16,21,21,23,19.333,19.333,2.57,0
2024-02-01,6,1,2,23,18,27,20,14,20.167,17.583,4.481,0
2024-12-01,51,1,12,14,19,19,23,25,21.333,20.333,4.559,0
2023-05-01,45,1,5,17,22,18,13,14,17.333,17.833,3.433,0
2023-03-01,76,1,3,12,17,21,12,32,15.0,17.833,5.766,0
2023-09-01,26,1,9,19,17,12,14,18,18.5,19.167,4.152,0
2024-03-01,112,3,3,11,5,8,4,7,6.167,6.5,1.977,1
2025-03-01,17,1,3,30,18,20,23,18,19.5,19.083,3.728,1
2025-01-01,135,6,1,10,7,6,5,5,6.667,7.25,1.603,0
2023-09-01,153,8,9,6,9,8,5,5,7.167,6.25,2.05,0
2024-04-01,82,1,4,20,17,17,17,22,17.667,18.0,3.303,0
2025-07-01,49,1,7,28,19,23,17,14,18.833,16.833,4.086,1
2025-04-01,76,1,4,21,20,25,24,18,22.0,21.0,2.629,0
2025-07-01,137,6,7,6,7,3,6,9,6.5,7.25,2.05,0
2024-10-01,110,3,10,8,6,10,9,8,7.333,7.75,2.454,0
2024-09-01,127,5,9,12,4,7,9,9,7.0,6.25,2.05,1
2023-11-01,7,1,11,28,19,17,18,22,20.833,20.917,3.343,1
2023-08-01,164,9,8,11,8,7,5,10,5.333,5.5,2.714,1
2024-10-01,117,4,10,8,4,12,7,8,8.167,7.75,2.989,0
2024-12-01,31,1,12,18,12,18,17,27,17.0,17.75,4.475,0
2023-06-01,94,1,6,28,20,20,10,17,16.167,16.333,3.916,1
2025-01-01,50,1,1,18,29,26,10,24,20.5,17.583,6.855,0
2025-04-01,10,1,4,32,24,12,21,23,17.667,18.0,4.71,1
2024-02-01,114,3,2,3,4,7,6,5,5.333,6.5,3.119,0
2024-02-01,28,1,2,15,27,26,15,19,19.167,18.833,5.357,0
2024-03-01,150,8,3,2,5,8,9,7,8.333,7.417,2.503,0
2024-08-01,78,1,8,23,16,11,13,21,17.833,19.5,4.503,0
2024-02-01,78,1,2,24,23,26,20,16,21.167,18.917,3.801,0
2025-03-01,15,1,3,20,16,17,15,15,18.167,16.75,3.793,0
2023-11-01,49,1,11,20,28,13,14,14,17.833,17.083,4.926,0
2025-04-01,104,2,4,15,6,9,12,2,9.167,6.75,3.467,1
2023-06-01,112,3,6,6,8,9,7,11,7.167,7.083,2.021,0
2025-10-01,135,6,10,10,12,3,7,5,6.0,6.583,2.678,0
2024-10-01,119,4,10,6,8,5,6,9,7.5,6.583,2.193,0
2023-04-01,10,1,4,14,20,14,18,12,18.0,18.667,4.376,0
2024-06-01,142,7,6,6,8,5,11,7,7.833,7.917,2.353,0
2025-10-01,33,1,10,24,23,19,24,14,20.833,19.833,4.086,0
2023-01-01,148,7,1,7,7,4,9,7,6.167,6.583,2.429,0
2024-03-01,132,5,3,13,3,8,3,9,5.5,6.333,2.348,1
2023-07-01,11,1,7,35,19,20,21,30,17.5,18.5,5.179,1
2023-03-01,163,9,3,8,5,11,6,9,7.833,8.0,2.045,0
2024-05-01,124,4,5,8,9,6,5,12,7.833,7.667,2.146,0
2025-05-01,144,7,5,11,5,6,4,3,5.833,5.833,2.167,1
2025-05-01,96,1,5,18,20,17,17,14,18.667,18.833,5.042,0
2023-02-01,89,1,2,22,25,21,18,17,21.333,19.75,4.92,0
2023-12-01,51,1,12,25,28,27,21,30,22.0,21.75,5.294,0
2023-01-01,141,7,1,1,3,3,9,8,5.667,6.0,2.892,0
2024-04-01,10,1,4,23,23,14,31,14,21.167,18.75,7.25,0
2025-11-01,2,1,11,19,19,21,17,19,21.167,19.083,3.423,0
2023-08-01,75,1,8,30,11,27,20,22,18.333,18.0,5.205,1
2023-06-01,46,1,6,13,15,16,20,12,18.5,18.083,3.423,0
2025-12-01,67,1,12,24,16,27,19,18,21.167,20.583,5.6,0
2023-06-01,48,1,6,23,19,14,21,17,17.5,17.083,2.61,1
2025-02-01,142,7,2,9,8,5,12,5,7.167,7.333,2.871,0
2024-12-01,111,3,12,4,8,6,5,6,7.167,6.25,2.301,0
2023-08-01,77,1,8,18,19,15,27,12,19.833,19.667,4.697,0
2023-04-01,69,1,4,25,17,18,19,17,18.667,18.333,2.64,1
2025-04-01,91,1,4,25,19,14,22,12,19.667,19.417,4.926,0
2025-08-01,7,1,8,20,9,15,17,19,15.5,17.0,4.553,0
2023-10-01,131,5,10,5,5,9,6,5,6.0,5.833,1.899,0
2023-09-01,149,8,9,0,9,7,5,7,7.667,7.583,2.503,0
2024-01-01,1,1,1,14,18,12,14,15,17.0,18.083,3.315,0
