ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderDate,ArrestType
99426,81052,141887,2025-07-01,Arrest
99427,81052,141888,2025-05-03,Arrest
99428,81052,141889,2025-06-21,Arrest
99429,81053,141890,2022-04-12,Arrest
99430,81054,141892,2023-08-15,Arrest
99431,81054,141893,2023-08-28,Surrender
99432,81055,141894,2022-04-06,Arrest
99433,81055,141896,2022-03-30,Arrest
99434,81056,141897,2023-01-10,Arrest
99435,81056,141898,2022-12-22,Arrest
99436,81057,141899,2022-11-07,Arrest
99437,81058,141900,2024-06-30,Arrest
99438,81059,141901,2023-03-26,Arrest
99439,81060,141902,2023-12-25,Arrest
99440,81061,141903,2025-06-12,Surrender
99441,81062,141904,2024-05-21,Arrest
99442,81064,141906,2022-09-02,Arrest
99443,81065,141907,2025-09-15,Arrest
99444,81065,141908,2025-07-20,Arrest
99445,81065,141910,2025-09-11,Arrest
99446,81067,141912,2026-03-19,Arrest
99447,81067,141914,2026-03-02,Arrest
99448,81068,141916,2025-01-31,Arrest
99449,81068,141917,2025-02-13,Arrest
99450,81068,141918,2025-01-11,Surrender
99451,81069,141920,2024-10-04,Arrest
99452,81069,141921,2024-10-08,Surrender
99453,81070,141922,2022-03-18,Arrest
99454,81071,141923,2022-06-13,Arrest
99455,81071,141924,2022-07-28,Surrender
99456,81071,141925,2022-08-22,Arrest
99457,81072,141926,2022-07-03,Arrest
99458,81073,141927,2025-05-17,Arrest
99459,81073,141928,2025-04-09,Arrest
99460,81074,141930,2025-05-04,Arrest
99461,81074,141931,2025-03-29,Arrest
99462,81075,141932,2026-06-25,Arrest
99463,81076,141933,2024-09-28,Arrest
99464,81077,141934,2023-10-26,Arrest
99465,81078,141935,2025-07-21,Arrest
99466,81079,141936,2024-04-04,Arrest
99467,81081,141938,2024-07-09,Surrender
99468,81082,141939,2022-07-07,Surrender
99469,81084,141941,2025-07-10,Arrest
99470,81084,141942,2025-07-02,Arrest
99471,81085,141943,2023-05-25,Arrest
99472,81085,141944,2023-04-18,Arrest
99473,81086,141945,2023-12-18,Arrest
99474,81087,141946,2025-11-04,Arrest
99475,81087,141947,2025-12-10,Arrest
99476,81088,141948,2022-11-03,Arrest
99477,81088,141949,2022-09-08,Arrest
99478,81089,141950,2022-08-26,Arrest
99479,81090,141951,2023-04-27,Arrest
99480,81092,141954,2023-08-26,Arrest
99481,81092,141956,2023-09-08,Arrest
99482,81093,141957,2023-03-24,Arrest
99483,81093,141958,2023-05-23,Surrender
99484,81094,141959,2026-06-15,Arrest
99485,81095,141960,2024-12-19,Arrest
99486,81097,141963,2024-09-04,Surrender
99487,81098,141964,2026-03-26,Arrest
99488,81099,141965,2024-03-29,Arrest
99489,81100,141966,2024-11-08,Arrest
99490,81100,141967,2024-11-18,Arrest
99491,81101,141969,2024-10-31,Arrest
99492,81102,141971,2023-07-14,Arrest
99493,81102,141972,2023-08-28,Surrender
99494,81103,141973,2022-07-29,Arrest
99495,81103,141974,2022-07-10,Surrender
99496,81103,141975,2022-06-23,Arrest
99497,81103,141976,2022-07-26,Surrender
99498,81104,141977,2022-12-01,Arrest
99499,81105,141978,2026-06-14,Surrender
99500,81106,141980,2025-04-20,Arrest
99501,81106,141981,2025-05-10,Surrender
99502,81106,141982,2025-06-03,Arrest
99503,81107,141985,2023-01-15,Arrest
99504,81108,141986,2023-02-24,Arrest
99505,81109,141987,2026-01-21,Arrest
99506,81110,141989,2024-09-12,Arrest
99507,81111,141990,2022-02-13,Arrest
99508,81111,141991,2022-03-23,Arrest
99509,81112,141993,2024-02-27,Arrest
99510,81113,141994,2023-07-12,Arrest
99511,81113,141995,2023-05-18,Arrest
99512,81114,141996,2022-09-15,Arrest
99513,81115,141997,2025-06-30,Surrender
99514,81116,141998,2022-11-20,Arrest
99515,81117,141999,2023-10-31,Arrest
99516,81118,142000,2023-10-09,Surrender
99517,81119,142001,2025-02-22,Arrest
99518,81120,142003,2023-03-11,Arrest
99519,81121,142004,2024-05-29,Arrest
99520,81121,142005,2024-04-23,Surrender
99521,81122,142006,2026-04-21,Arrest
99522,81123,142007,2026-02-13,Surrender
99523,81124,142008,2023-06-20,Surrender
99524,81124,142009,2023-06-03,Arrest
99525,81124,142010,2023-06-13,Arrest
99526,81125,142011,2025-06-09,Arrest
99527,81127,142013,2022-09-03,Arrest
99528,81128,142015,2022-05-31,Arrest
99529,81129,142016,2024-08-05,Arrest
99530,81129,142018,2024-09-23,Arrest
99531,81130,142020,2022-06-22,Arrest
99532,81130,142021,2022-05-10,Arrest
99533,81131,142024,2025-10-19,Arrest
99534,81132,142025,2025-08-16,Surrender
99535,81132,142026,2025-07-31,Arrest
99536,81132,142027,2025-09-23,Arrest
99537,81133,142029,2024-10-12,Arrest
99538,81133,142030,2024-11-18,Arrest
99539,81135,142032,2023-08-01,Arrest
99540,81135,142033,2023-09-02,Arrest
99541,81137,142035,2022-02-07,Arrest
99542,81138,142036,2026-06-30,Arrest
99543,81139,142037,2026-06-30,Arrest
99544,81140,142038,2023-01-06,Arrest
99545,81141,142039,2025-07-25,Arrest
99546,81141,142040,2025-09-02,Surrender
99547,81141,142041,2025-08-01,Arrest
99548,81142,142042,2024-10-06,Surrender
99549,81143,142043,2025-05-23,Arrest
99550,81144,142044,2022-12-18,Arrest
99551,81144,142045,2023-01-04,Arrest
99552,81144,142046,2023-02-02,Arrest
99553,81144,142047,2023-02-03,Arrest
99554,81145,142049,2026-01-29,Arrest
99555,81146,142050,2025-04-18,Arrest
99556,81146,142051,2025-05-21,Arrest
99557,81147,142052,2024-03-10,Arrest
99558,81147,142053,2024-02-01,Arrest
99559,81148,142055,2022-03-10,Arrest
99560,81149,142056,2025-10-24,Arrest
99561,81150,142057,2026-06-30,Arrest
99562,81151,142058,2025-12-24,Surrender
99563,81152,142060,2024-03-25,Arrest
99564,81153,142061,2023-02-28,Arrest
99565,81154,142063,2026-05-13,Arrest
99566,81156,142065,2023-05-02,Arrest
99567,81156,142066,2023-04-08,Arrest
99568,81157,142067,2022-11-18,Arrest
99569,81158,142069,2025-04-27,Arrest
99570,81159,142070,2023-03-14,Arrest
99571,81161,142073,2026-02-15,Surrender
99572,81163,142078,2024-02-19,Arrest
99573,81164,142079,2022-07-01,Arrest
99574,81165,142080,2026-02-20,Arrest
99575,81166,142081,2023-05-28,Arrest
99576,81167,142083,2025-08-28,Arrest
99577,81167,142084,2025-10-01,Arrest
99578,81169,142087,2022-06-10,Arrest
99579,81169,142088,2022-06-15,Surrender
99580,81169,142089,2022-08-21,Arrest
99581,81170,142090,2024-04-28,Arrest
99582,81171,142091,2022-05-24,Arrest
99583,81172,142092,2025-04-03,Arrest
99584,81173,142095,2026-06-22,Arrest
99585,81173,142096,2026-06-30,Arrest
99586,81174,142097,2025-05-01,Arrest
99587,81175,142098,2024-05-04,Arrest
99588,81176,142099,2026-01-25,Arrest
99589,81176,142100,2026-02-22,Arrest
99590,81177,142101,2025-06-17,Arrest
99591,81178,142102,2025-10-11,Arrest
99592,81179,142103,2024-10-13,Surrender
99593,81179,142104,2024-11-24,Arrest
99594,81180,142105,2026-06-30,Arrest
99595,81181,142107,2024-10-31,Arrest
99596,81182,142108,2025-04-21,Arrest
99597,81183,142109,2025-03-10,Arrest
99598,81184,142110,2023-11-23,Arrest
99599,81184,142111,2023-10-09,Surrender
99600,81185,142113,2024-08-17,Surrender
99601,81186,142114,2023-12-15,Arrest
99602,81187,142115,2023-06-11,Arrest
99603,81190,142120,2026-06-30,Surrender
99604,81190,142121,2026-06-30,Arrest
99605,81191,142124,2024-01-08,Arrest
99606,81192,142125,2022-12-31,Surrender
99607,81193,142126,2023-03-15,Arrest
99608,81193,142127,2023-03-17,Surrender
99609,81194,142128,2022-10-12,Arrest
99610,81195,142130,2024-05-13,Arrest
99611,81196,142132,2023-05-08,Arrest
99612,81197,142133,2022-03-31,Arrest
99613,81197,142134,2022-03-08,Arrest
99614,81198,142136,2023-07-21,Arrest
99615,81199,142137,2023-10-22,Arrest
99616,81200,142138,2023-07-30,Arrest
99617,81201,142139,2022-10-02,Arrest
99618,81201,142140,2022-11-26,Surrender
99619,81203,142144,2025-06-05,Arrest
99620,81205,142147,2025-04-24,Arrest
99621,81206,142148,2025-04-11,Arrest
99622,81206,142150,2025-03-23,Surrender
99623,81208,142152,2022-12-10,Arrest
99624,81208,142153,2022-11-18,Arrest
99625,81209,142154,2023-03-07,Arrest
99626,81209,142155,2023-04-17,Arrest
99627,81210,142156,2025-08-28,Arrest
99628,81211,142157,2026-05-16,Arrest
99629,81211,142158,2026-05-04,Arrest
99630,81211,142159,2026-05-09,Arrest
99631,81212,142161,2024-01-23,Arrest
99632,81213,142164,2023-01-09,Arrest
99633,81214,142165,2026-03-31,Arrest
99634,81215,142166,2026-03-29,Arrest
99635,81215,142167,2026-03-15,Arrest
99636,81216,142168,2024-07-26,Surrender
99637,81216,142169,2024-08-27,Arrest
99638,81217,142172,2023-04-21,Surrender
99639,81218,142174,2022-09-25,Arrest
99640,81222,142181,2026-06-19,Arrest
99641,81223,142182,2023-01-24,Arrest
99642,81223,142183,2023-02-10,Arrest
99643,81225,142185,2022-08-14,Arrest
99644,81225,142186,2022-08-26,Surrender
99645,81225,142187,2022-08-16,Arrest
99646,81226,142188,2023-01-11,Arrest
99647,81228,142190,2023-05-25,Surrender
99648,81228,142191,2023-05-16,Surrender
99649,81229,142192,2022-11-19,Arrest
99650,81229,142193,2022-10-11,Arrest
99651,81231,142196,2026-06-30,Arrest
99652,81232,142199,2023-02-23,Arrest
99653,81232,142200,2023-03-18,Arrest
99654,81234,142202,2026-04-07,Arrest
99655,81235,142203,2024-11-02,Arrest
99656,81236,142204,2022-12-30,Surrender
99657,81238,142206,2022-07-24,Surrender
99658,81238,142207,2022-10-09,Surrender
99659,81238,142208,2022-08-02,Surrender
99660,81238,142209,2022-08-11,Arrest
99661,81240,142212,2026-06-30,Arrest
99662,81240,142214,2026-06-30,Surrender
99663,81241,142215,2023-11-12,Arrest
99664,81242,142216,2024-06-20,Surrender
99665,81242,142218,2024-05-25,Arrest
99666,81243,142220,2026-06-30,Arrest
99667,81244,142221,2023-05-06,Arrest
99668,81244,142223,2023-05-14,Arrest
99669,81244,142224,2023-06-20,Arrest
99670,81245,142225,2024-09-24,Arrest
99671,81245,142226,2024-10-03,Arrest
99672,81247,142229,2025-05-10,Surrender
99673,81247,142230,2025-03-31,Arrest
99674,81247,142231,2025-03-02,Surrender
99675,81248,142232,2022-07-07,Arrest
99676,81252,142238,2025-02-22,Arrest
99677,81253,142239,2022-03-23,Arrest
99678,81254,142240,2026-03-21,Arrest
99679,81255,142241,2023-10-10,Arrest
99680,81255,142242,2023-10-01,Arrest
99681,81256,142243,2026-06-30,Surrender
99682,81256,142244,2026-06-30,Arrest
99683,81257,142246,2025-09-21,Arrest
99684,81258,142247,2026-06-30,Surrender
99685,81258,142248,2026-06-30,Arrest
99686,81258,142249,2026-06-30,Arrest
99687,81259,142250,2025-02-24,Arrest
99688,81259,142251,2025-04-22,Arrest
99689,81260,142252,2022-07-07,Arrest
99690,81260,142253,2022-07-08,Arrest
99691,81261,142254,2026-06-04,Arrest
99692,81262,142255,2023-03-24,Surrender
99693,81262,142256,2023-03-21,Arrest
99694,81263,142258,2023-06-07,Surrender
99695,81264,142259,2022-04-10,Arrest
99696,81265,142260,2025-08-21,Arrest
99697,81265,142261,2025-09-24,Surrender
99698,81265,142262,2025-10-05,Arrest
99699,81266,142264,2022-06-03,Arrest
99700,81266,142265,2022-06-01,Arrest
99701,81267,142266,2023-08-05,Arrest
99702,81268,142267,2025-01-17,Arrest
99703,81269,142268,2025-02-27,Surrender
99704,81270,142269,2026-06-30,Arrest
99705,81271,142270,2023-03-31,Arrest
99706,81272,142271,2023-01-19,Arrest
99707,81273,142272,2023-02-11,Arrest
99708,81274,142273,2024-07-23,Arrest
99709,81274,142274,2024-08-02,Arrest
99710,81274,142275,2024-08-04,Arrest
99711,81275,142277,2024-01-16,Arrest
99712,81276,142278,2024-07-26,Arrest
99713,81276,142279,2024-06-17,Arrest
99714,81277,142281,2025-07-16,Arrest
99715,81277,142282,2025-05-17,Surrender
99716,81278,142283,2024-02-15,Arrest
99717,81278,142284,2024-02-27,Arrest
99718,81280,142287,2024-10-13,Arrest
99719,81281,142288,2025-04-27,Arrest
99720,81281,142289,2025-04-13,Arrest
99721,81282,142290,2025-02-08,Arrest
99722,81282,142292,2025-01-27,Surrender
99723,81283,142293,2022-12-26,Arrest
99724,81284,142294,2024-12-24,Arrest
99725,81285,142295,2023-06-14,Surrender
99726,81285,142296,2023-06-06,Arrest
99727,81285,142297,2023-06-23,Surrender
99728,81286,142298,2023-12-08,Arrest
99729,81287,142299,2026-04-14,Arrest
99730,81288,142300,2026-05-04,Arrest
99731,81288,142303,2026-06-12,Surrender
99732,81289,142304,2023-03-17,Arrest
99733,81290,142305,2023-11-20,Arrest
99734,81291,142309,2026-03-22,Arrest
99735,81292,142310,2023-10-29,Arrest
99736,81292,142311,2023-09-30,Surrender
99737,81293,142312,2026-01-31,Arrest
99738,81293,142313,2026-01-25,Arrest
99739,81294,142314,2026-04-04,Arrest
99740,81294,142315,2026-03-04,Arrest
99741,81296,142319,2022-06-23,Surrender
99742,81296,142321,2022-04-02,Surrender
99743,81297,142323,2022-07-23,Arrest
99744,81298,142324,2024-10-12,Arrest
99745,81299,142325,2022-08-17,Arrest
99746,81299,142326,2022-07-26,Arrest
99747,81300,142327,2022-04-11,Arrest
99748,81301,142328,2024-11-03,Arrest
99749,81302,142329,2026-05-02,Surrender
99750,81302,142330,2026-05-14,Arrest
99751,81302,142331,2026-04-09,Arrest
99752,81302,142332,2026-03-29,Arrest
99753,81303,142333,2023-12-12,Arrest
99754,81304,142334,2026-06-24,Arrest
99755,81305,142336,2023-08-11,Arrest
99756,81305,142337,2023-07-30,Surrender
99757,81306,142338,2026-01-26,Arrest
99758,81306,142339,2026-01-05,Arrest
99759,81307,142340,2024-01-18,Arrest
99760,81307,142341,2023-12-12,Arrest
99761,81307,142342,2023-12-22,Arrest
99762,81308,142343,2025-05-17,Arrest
99763,81311,142346,2023-06-26,Arrest
99764,81312,142347,2024-10-18,Surrender
99765,81313,142348,2025-03-28,Arrest
99766,81314,142349,2023-04-28,Arrest
99767,81315,142352,2022-12-31,Arrest
99768,81315,142353,2023-02-10,Arrest
99769,81316,142356,2026-05-13,Arrest
99770,81317,142357,2023-06-23,Arrest
99771,81318,142360,2025-05-21,Arrest
99772,81319,142361,2024-01-15,Arrest
99773,81320,142362,2024-09-18,Arrest
99774,81320,142363,2024-10-15,Arrest
99775,81321,142364,2023-11-16,Arrest
99776,81324,142368,2026-01-12,Surrender
99777,81324,142369,2026-01-16,Arrest
99778,81325,142371,2025-08-17,Arrest
99779,81325,142372,2025-07-09,Arrest
99780,81325,142373,2025-07-03,Arrest
99781,81326,142375,2025-04-18,Arrest
99782,81327,142377,2026-02-22,Arrest
99783,81327,142378,2026-02-19,Arrest
99784,81328,142379,2025-05-11,Arrest
99785,81328,142380,2025-07-12,Arrest
99786,81328,142381,2025-04-16,Arrest
99787,81329,142382,2025-08-14,Arrest
99788,81329,142383,2025-08-05,Arrest
99789,81329,142384,2025-08-12,Surrender
99790,81330,142385,2026-05-26,Arrest
99791,81331,142386,2022-04-14,Arrest
99792,81331,142387,2022-03-18,Arrest
99793,81332,142388,2025-02-10,Arrest
99794,81333,142389,2024-10-15,Arrest
99795,81334,142390,2022-06-27,Arrest
99796,81335,142392,2022-06-17,Arrest
99797,81336,142393,2024-02-01,Arrest
99798,81336,142394,2024-04-26,Arrest
99799,81338,142398,2024-08-31,Arrest
99800,81338,142399,2024-07-31,Surrender
99801,81339,142402,2023-09-08,Arrest
99802,81340,142403,2024-12-12,Arrest
99803,81341,142404,2025-12-12,Arrest
99804,81341,142405,2025-11-22,Arrest
99805,81343,142407,2022-06-01,Arrest
99806,81344,142408,2024-08-22,Arrest
99807,81344,142409,2024-09-20,Surrender
99808,81345,142411,2026-06-28,Arrest
99809,81346,142412,2022-06-15,Arrest
99810,81347,142413,2022-03-31,Arrest
99811,81347,142414,2022-03-29,Arrest
99812,81348,142417,2025-11-03,Arrest
99813,81349,142418,2026-05-24,Surrender
99814,81349,142419,2026-06-19,Arrest
99815,81349,142420,2026-05-13,Arrest
99816,81351,142422,2024-08-19,Arrest
99817,81353,142427,2026-01-06,Surrender
99818,81354,142429,2025-09-27,Arrest
99819,81354,142430,2025-09-01,Arrest
99820,81355,142432,2022-07-16,Surrender
99821,81355,142434,2022-09-17,Arrest
99822,81356,142435,2026-01-08,Surrender
99823,81358,142439,2024-10-24,Arrest
99824,81359,142441,2024-06-14,Arrest
99825,81359,142442,2024-07-04,Arrest
99826,81359,142443,2024-07-16,Arrest
99827,81360,142445,2022-05-11,Arrest
99828,81361,142447,2024-11-20,Surrender
99829,81362,142449,2025-06-29,Arrest
99830,81363,142450,2025-12-04,Arrest
99831,81363,142451,2025-12-08,Arrest
99832,81363,142452,2025-11-03,Arrest
99833,81364,142453,2023-07-11,Surrender
99834,81366,142456,2025-02-01,Arrest
99835,81366,142457,2025-03-01,Arrest
99836,81370,142462,2022-09-23,Arrest
99837,81370,142463,2022-10-14,Arrest
99838,81371,142464,2022-08-19,Surrender
99839,81372,142465,2025-12-23,Arrest
99840,81372,142466,2025-11-20,Arrest
99841,81373,142467,2026-03-23,Arrest
99842,81375,142469,2023-10-12,Arrest
99843,81377,142472,2022-12-28,Arrest
99844,81377,142473,2022-12-29,Arrest
99845,81378,142474,2023-01-06,Arrest
99846,81379,142475,2023-04-09,Arrest
99847,81380,142477,2025-04-26,Surrender
99848,81381,142478,2023-03-06,Surrender
99849,81382,142480,2023-10-06,Arrest
99850,81385,142483,2026-01-20,Arrest
99851,81386,142484,2022-07-29,Surrender
99852,81386,142485,2022-08-07,Arrest
99853,81386,142487,2022-06-29,Surrender
99854,81388,142489,2022-11-09,Arrest
99855,81389,142490,2026-04-14,Arrest
99856,81389,142491,2026-03-26,Arrest
99857,81390,142494,2024-06-06,Arrest
99858,81391,142495,2022-10-23,Arrest
99859,81392,142497,2024-03-11,Arrest
99860,81394,142499,2026-03-20,Arrest
99861,81395,142502,2025-09-11,Surrender
99862,81396,142503,2022-11-14,Surrender
99863,81397,142505,2025-07-29,Arrest
99864,81397,142506,2025-08-27,Arrest
99865,81398,142508,2023-06-25,Arrest
99866,81399,142509,2023-02-11,Arrest
99867,81399,142510,2023-02-21,Arrest
99868,81400,142511,2024-06-29,Arrest
99869,81401,142512,2024-03-18,Arrest
99870,81402,142513,2022-03-15,Arrest
99871,81402,142514,2022-04-01,Arrest
99872,81403,142515,2022-06-13,Arrest
99873,81403,142518,2022-04-16,Arrest
99874,81404,142519,2025-12-04,Arrest
99875,81404,142520,2025-10-29,Arrest
99876,81405,142521,2022-02-03,Surrender
99877,81406,142522,2026-06-07,Arrest
99878,81406,142523,2026-06-11,Arrest
99879,81407,142525,2023-02-21,Arrest
99880,81407,142526,2023-02-01,Arrest
99881,81408,142528,2022-09-02,Arrest
99882,81409,142530,2023-11-02,Arrest
99883,81409,142531,2023-10-18,Arrest
99884,81411,142533,2026-06-30,Arrest
99885,81411,142534,2026-06-30,Arrest
99886,81412,142535,2024-12-10,Arrest
99887,81414,142539,2023-09-29,Arrest
99888,81416,142542,2024-12-08,Arrest
99889,81416,142543,2024-11-11,Arrest
99890,81417,142544,2025-10-13,Arrest
99891,81417,142545,2025-09-04,Surrender
99892,81418,142546,2024-11-23,Surrender
99893,81418,142547,2024-10-28,Arrest
99894,81419,142548,2023-09-14,Arrest
99895,81419,142549,2023-07-12,Arrest
99896,81420,142551,2022-12-05,Arrest
99897,81420,142552,2022-10-28,Arrest
99898,81421,142554,2024-05-01,Arrest
99899,81421,142555,2024-07-23,Surrender
99900,81422,142557,2026-02-02,Surrender
99901,81423,142558,2022-06-04,Arrest
99902,81423,142559,2022-05-19,Arrest
99903,81423,142560,2022-07-22,Arrest
99904,81424,142564,2022-08-16,Arrest
99905,81425,142565,2025-05-28,Arrest
99906,81426,142566,2026-01-30,Arrest
99907,81426,142567,2026-03-01,Arrest
99908,81427,142568,2024-02-07,Arrest
99909,81427,142569,2024-02-17,Arrest
99910,81428,142570,2026-04-03,Arrest
99911,81428,142571,2026-04-28,Arrest
99912,81429,142572,2026-06-01,Surrender
99913,81429,142573,2026-04-26,Arrest
99914,81430,142574,2022-07-08,Surrender
99915,81431,142575,2025-04-27,Arrest
99916,81431,142576,2025-07-11,Arrest
99917,81432,142577,2022-11-17,Arrest
99918,81432,142578,2022-10-14,Arrest
99919,81433,142579,2023-09-27,Arrest
99920,81434,142582,2024-01-09,Arrest
99921,81434,142583,2024-02-23,Surrender
99922,81435,142584,2023-01-29,Arrest
99923,81436,142585,2025-06-10,Arrest
99924,81436,142586,2025-07-07,Arrest
99925,81437,142587,2024-03-24,Arrest
99926,81439,142589,2023-09-21,Arrest
99927,81440,142590,2023-02-15,Arrest
99928,81441,142592,2023-04-04,Arrest
99929,81441,142593,2023-03-06,Arrest
99930,81442,142594,2025-10-25,Arrest
99931,81443,142595,2023-11-14,Arrest
99932,81443,142597,2023-10-22,Arrest
99933,81444,142599,2026-06-25,Arrest
99934,81445,142601,2023-03-28,Arrest
99935,81446,142602,2025-10-15,Arrest
99936,81446,142603,2025-11-16,Arrest
99937,81448,142605,2022-11-03,Arrest
99938,81450,142607,2024-07-05,Arrest
99939,81451,142609,2023-05-17,Arrest
99940,81452,142610,2026-06-21,Arrest
99941,81453,142611,2022-09-10,Arrest
99942,81454,142612,2026-04-29,Arrest
99943,81454,142613,2026-05-18,Arrest
99944,81456,142617,2022-09-17,Arrest
99945,81457,142618,2023-05-24,Arrest
99946,81458,142619,2023-12-18,Arrest
99947,81458,142621,2024-03-01,Surrender
99948,81459,142623,2025-09-16,Arrest
99949,81460,142624,2024-11-19,Arrest
99950,81461,142625,2023-03-06,Arrest
99951,81461,142626,2023-02-05,Surrender
99952,81462,142627,2022-12-25,Arrest
99953,81463,142628,2022-06-26,Arrest
99954,81464,142629,2023-07-17,Surrender
99955,81464,142630,2023-07-29,Surrender
99956,81465,142632,2023-10-20,Arrest
99957,81466,142633,2024-06-15,Arrest
99958,81467,142636,2026-03-13,Arrest
99959,81468,142637,2022-08-31,Arrest
99960,81469,142638,2024-11-19,Arrest
99961,81469,142640,2024-11-22,Arrest
99962,81470,142641,2022-10-28,Arrest
99963,81471,142643,2025-10-11,Arrest
99964,81472,142644,2023-04-29,Arrest
99965,81472,142645,2023-05-30,Arrest
99966,81473,142646,2023-10-16,Arrest
99967,81474,142649,2025-07-28,Surrender
99968,81475,142651,2024-07-19,Surrender
99969,81476,142652,2024-11-24,Arrest
99970,81477,142653,2025-12-21,Arrest
99971,81478,142654,2024-01-22,Arrest
99972,81478,142655,2023-12-25,Arrest
99973,81479,142656,2023-12-05,Surrender
99974,81480,142657,2022-01-28,Arrest
99975,81481,142658,2024-06-18,Surrender
99976,81481,142659,2024-07-02,Surrender
99977,81482,142660,2024-06-15,Arrest
99978,81483,142661,2023-09-30,Surrender
99979,81483,142662,2023-10-30,Arrest
99980,81484,142663,2026-06-30,Arrest
99981,81485,142664,2025-07-06,Arrest
99982,81486,142666,2026-06-30,Arrest
99983,81489,142670,2025-01-27,Arrest
99984,81489,142671,2025-01-23,Arrest
99985,81490,142672,2022-08-03,Arrest
99986,81490,142673,2022-09-04,Arrest
99987,81492,142675,2023-02-13,Arrest
99988,81494,142678,2025-05-23,Arrest
99989,81494,142679,2025-05-11,Surrender
99990,81494,142680,2025-06-15,Surrender
99991,81495,142683,2022-11-23,Arrest
99992,81495,142684,2022-11-04,Arrest
99993,81496,142685,2024-12-31,Surrender
99994,81498,142688,2025-02-20,Arrest
99995,81498,142689,2025-03-12,Arrest
99996,81499,142690,2023-07-17,Arrest
99997,81500,142691,2023-11-26,Surrender
99998,81500,142692,2023-12-16,Arrest
99999,81501,142694,2022-05-12,Arrest
100000,81501,142695,2022-04-07,Arrest
100001,81503,142697,2026-03-19,Surrender
100002,81503,142698,2026-04-20,Arrest
100003,81504,142699,2022-08-11,Surrender
100004,81505,142701,2023-06-19,Arrest
100005,81506,142702,2024-08-01,Surrender
100006,81507,142703,2026-04-08,Surrender
100007,81507,142704,2026-04-24,Arrest
100008,81508,142705,2024-11-10,Arrest
100009,81508,142706,2024-10-26,Arrest
100010,81508,142707,2024-10-05,Surrender
100011,81511,142711,2024-02-07,Surrender
100012,81512,142712,2025-01-25,Arrest
100013,81512,142714,2025-01-15,Arrest
100014,81514,142716,2023-06-12,Arrest
100015,81514,142717,2023-08-18,Arrest
100016,81514,142718,2023-08-31,Arrest
100017,81515,142719,2025-04-30,Arrest
100018,81515,142720,2025-04-02,Arrest
100019,81516,142722,2024-05-11,Surrender
100020,81517,142723,2025-09-23,Arrest
100021,81517,142724,2025-09-23,Arrest
100022,81517,142725,2025-10-19,Arrest
100023,81517,142726,2025-10-02,Arrest
100024,81520,142730,2022-10-04,Arrest
100025,81521,142732,2022-11-24,Arrest
100026,81522,142733,2022-06-22,Arrest
100027,81523,142734,2025-03-12,Arrest
100028,81523,142735,2025-04-14,Arrest
100029,81524,142736,2024-04-15,Arrest
100030,81524,142737,2024-06-18,Surrender
100031,81524,142738,2024-05-06,Arrest
100032,81525,142739,2026-06-30,Arrest
100033,81525,142740,2026-06-30,Surrender
100034,81526,142741,2026-06-30,Arrest
100035,81527,142743,2026-01-02,Arrest
100036,81528,142745,2023-05-03,Arrest
100037,81529,142747,2023-03-30,Arrest
100038,81530,142748,2024-05-31,Arrest
100039,81531,142749,2022-11-27,Arrest
100040,81531,142750,2022-09-12,Arrest
100041,81532,142751,2024-05-31,Surrender
100042,81532,142752,2024-06-23,Arrest
100043,81533,142753,2025-12-31,Arrest
100044,81534,142755,2025-01-12,Arrest
100045,81535,142756,2025-01-29,Arrest
100046,81536,142757,2025-12-07,Arrest
100047,81537,142760,2026-04-08,Arrest
100048,81538,142761,2022-04-19,Arrest
100049,81539,142763,2024-06-17,Arrest
100050,81539,142764,2024-06-05,Surrender
100051,81539,142765,2024-04-20,Surrender
100052,81540,142766,2022-09-08,Surrender
100053,81542,142769,2023-06-27,Surrender
100054,81543,142770,2024-02-23,Arrest
100055,81543,142771,2024-02-04,Arrest
100056,81545,142774,2026-03-26,Arrest
100057,81545,142775,2026-02-03,Arrest
100058,81548,142778,2023-11-30,Arrest
100059,81551,142782,2024-12-18,Arrest
100060,81552,142783,2024-10-18,Surrender
100061,81553,142784,2025-10-25,Arrest
100062,81553,142785,2025-11-30,Arrest
100063,81555,142788,2022-04-20,Surrender
100064,81556,142789,2025-09-11,Arrest
100065,81557,142790,2026-01-30,Surrender
100066,81558,142791,2022-04-28,Surrender
100067,81560,142793,2023-03-16,Arrest
100068,81560,142794,2023-02-25,Arrest
100069,81561,142795,2024-10-31,Arrest
100070,81561,142796,2024-12-08,Arrest
100071,81562,142798,2024-01-27,Surrender
100072,81563,142799,2024-01-27,Arrest
100073,81563,142800,2023-12-27,Arrest
100074,81564,142802,2025-05-24,Arrest
100075,81565,142803,2026-06-30,Arrest
100076,81566,142804,2025-11-18,Arrest
100077,81567,142806,2024-07-26,Arrest
100078,81568,142808,2023-06-29,Arrest
100079,81568,142809,2023-07-04,Arrest
100080,81569,142810,2024-11-27,Surrender
100081,81569,142811,2025-02-01,Surrender
100082,81570,142812,2026-06-30,Arrest
100083,81572,142814,2024-11-20,Arrest
100084,81574,142817,2025-10-13,Arrest
100085,81575,142818,2026-02-07,Arrest
100086,81576,142819,2022-03-25,Arrest
100087,81577,142822,2026-03-28,Arrest
100088,81578,142823,2026-05-24,Arrest
100089,81578,142824,2026-06-30,Surrender
